광역시도,시군구,날짜,플랫폼,캠페인명,유입채널,기기,OS,브라우저,세션수,사용자수,페이지뷰,평균체류(초),이탈률(%),전환수,광고비(원)
제주,서귀포시,2025-11-15,TikTok,캠페인_G,검색광고,모바일,Windows,Chrome,1295,878,4303,364,47.4,11,1927977
경기,부천시,2025-11-15,Facebook,캠페인_B,직접접속,모바일,iOS,Chrome,4788,3161,15703,396,24.1,314,1618113
대구,북구,2025-11-15,Naver,캠페인_A,SNS광고,모바일,Android,Safari,4024,3608,19382,253,75.8,87,1252964
대구,중구,2025-11-15,KakaoTalk,캠페인_B,SNS광고,모바일,Android,Samsung Internet,793,639,2664,70,49.6,35,784215
부산,사상구,2025-11-16,KakaoTalk,캠페인_F,SNS광고,모바일,Android,Chrome,2210,1327,11557,232,58.8,141,1265343
인천,남동구,2025-11-16,TikTok,캠페인_M,SNS광고,모바일,iOS,Chrome,1354,1155,6574,255,48.8,109,1708869
대구,수성구,2025-11-16,TikTok,캠페인_L,자연검색,모바일,iOS,Safari,4579,3480,19212,347,29.5,48,1786077
서울,종로구,2025-11-16,KakaoTalk,캠페인_N,검색광고,태블릿,Windows,Safari,2412,1825,5023,229,43.7,13,1910752
인천,연수구,2025-11-17,Facebook,캠페인_F,직접접속,PC,iOS,Safari,1345,1065,3277,175,81.0,65,1142442
대구,수성구,2025-11-17,Facebook,캠페인_L,이메일,모바일,iOS,Safari,2414,2060,7932,147,68.5,64,188094
대구,달서구,2025-11-17,TikTok,캠페인_I,SNS광고,모바일,macOS,Chrome,1674,1497,8818,123,19.7,178,1711317
경기,부천시,2025-11-17,Naver,캠페인_J,검색광고,PC,iOS,Chrome,1272,1133,5379,294,20.4,49,1334195
광주,북구,2025-11-18,Facebook,캠페인_I,SNS광고,모바일,Windows,Samsung Internet,4098,3695,17369,162,68.2,106,1115102
인천,남동구,2025-11-18,Facebook,캠페인_C,SNS광고,모바일,Android,Safari,4256,3108,21379,76,67.3,165,1187981
광주,서구,2025-11-18,KakaoTalk,캠페인_L,추천링크,태블릿,iOS,Chrome,1510,970,3937,75,16.9,18,820574
대전,중구,2025-11-19,Naver,캠페인_B,추천링크,PC,macOS,Edge,1891,1592,6597,335,65.7,108,136360
제주,제주시,2025-11-19,YouTube,캠페인_R,직접접속,모바일,macOS,Safari,4567,4140,11009,345,36.6,192,1322106
제주,제주시,2025-11-20,Instagram,캠페인_G,검색광고,모바일,iOS,Chrome,4414,3962,13414,364,32.5,216,1703627
인천,서구,2025-11-20,YouTube,캠페인_I,SNS광고,모바일,macOS,Edge,4113,3602,21221,229,75.0,191,1325232
서울,강서구,2025-11-20,Naver,캠페인_I,직접접속,PC,iOS,Edge,122,92,242,72,45.4,10,220889
인천,연수구,2025-11-20,YouTube,캠페인_T,검색광고,PC,Android,Chrome,1634,1246,7912,305,22.7,112,14906
인천,연수구,2025-11-20,KakaoTalk,캠페인_E,SNS광고,모바일,Windows,Chrome,4155,2531,20111,49,59.5,111,937198
인천,연수구,2025-11-20,Instagram,캠페인_J,SNS광고,PC,Windows,Safari,1192,1121,5970,295,85.1,71,79991
대구,중구,2025-11-21,Facebook,캠페인_E,SNS광고,모바일,Windows,Samsung Internet,2094,1779,4624,183,38.3,202,1446258
대전,중구,2025-11-21,YouTube,캠페인_L,자연검색,모바일,iOS,Chrome,2186,1498,9622,32,41.7,34,1392491
대구,북구,2025-11-22,Naver,캠페인_A,SNS광고,모바일,iOS,Safari,2254,2106,12636,126,30.5,198,1831848
인천,남동구,2025-11-22,YouTube,캠페인_N,SNS광고,PC,Windows,Chrome,431,367,2309,239,54.4,4,631500
인천,서구,2025-11-23,Naver,캠페인_H,SNS광고,모바일,Windows,Samsung Internet,3314,2875,16736,125,56.6,263,608497
광주,광산구,2025-11-23,Facebook,캠페인_E,SNS광고,모바일,Android,Edge,3439,2628,6969,333,73.6,104,118519
경기,용인시,2025-11-23,Naver,캠페인_L,SNS광고,PC,iOS,Safari,2962,1937,16826,199,60.6,62,731219
대구,달서구,2025-11-24,Naver,캠페인_S,검색광고,모바일,iOS,Chrome,264,186,1346,368,17.7,3,900912
경기,안산시,2025-11-24,TikTok,캠페인_A,SNS광고,모바일,iOS,Chrome,1319,1086,3380,105,32.7,90,628383
대전,유성구,2025-11-24,Facebook,캠페인_G,자연검색,모바일,macOS,Safari,3842,2808,10686,152,47.7,293,34168
경기,화성시,2025-11-24,YouTube,캠페인_F,자연검색,모바일,Android,Edge,4803,3862,25196,226,77.6,442,25972
광주,서구,2025-11-25,TikTok,캠페인_J,SNS광고,모바일,Windows,Safari,3880,3618,20146,329,81.8,264,968359
경기,수원시,2025-11-26,YouTube,캠페인_B,SNS광고,태블릿,iOS,Safari,1694,1339,8101,118,84.3,36,829934
인천,남동구,2025-11-26,YouTube,캠페인_J,SNS광고,모바일,Android,Samsung Internet,511,434,1810,131,37.8,34,1654467
제주,제주시,2025-11-26,Naver,캠페인_B,SNS광고,PC,Android,Chrome,3551,3216,6964,382,32.4,63,694473
제주,제주시,2025-11-26,KakaoTalk,캠페인_D,자연검색,PC,Windows,Chrome,1966,1310,5448,355,32.8,47,1005834
부산,북구,2025-11-26,TikTok,캠페인_O,SNS광고,모바일,iOS,Chrome,4457,2692,25929,148,48.5,221,287646
인천,남동구,2025-11-26,Instagram,캠페인_C,자연검색,모바일,Windows,Samsung Internet,2956,1949,16384,173,41.0,148,551474
광주,광산구,2025-11-27,Instagram,캠페인_I,추천링크,PC,iOS,Edge,475,449,768,158,16.6,29,875060
인천,연수구,2025-11-28,KakaoTalk,캠페인_N,검색광고,모바일,Android,Safari,731,498,3847,345,42.2,3,1763248
광주,북구,2025-11-28,Facebook,캠페인_J,자연검색,모바일,iOS,Samsung Internet,3859,3576,15948,258,54.5,101,1157846
경기,용인시,2025-11-29,YouTube,캠페인_B,검색광고,모바일,Android,Chrome,4244,3043,18958,144,76.2,139,1021072
서울,영등포구,2025-11-29,Facebook,캠페인_A,검색광고,모바일,iOS,Safari,2235,1953,11207,124,18.7,117,177408
부산,사상구,2025-11-30,KakaoTalk,캠페인_J,이메일,모바일,iOS,Chrome,2515,1579,9757,294,54.2,72,382269
인천,서구,2025-11-30,Instagram,캠페인_B,이메일,모바일,Android,Chrome,317,287,843,205,72.4,22,1856111
서울,마포구,2025-11-30,TikTok,캠페인_G,SNS광고,모바일,iOS,Naver앱,4563,3088,9442,334,46.0,78,291525
서울,종로구,2025-11-30,KakaoTalk,캠페인_A,이메일,모바일,iOS,Safari,633,441,3103,53,62.1,38,1169238
광주,서구,2025-12-01,TikTok,캠페인_T,자연검색,모바일,Android,Edge,3930,3621,21415,283,43.2,73,1080492
인천,연수구,2025-12-01,Instagram,캠페인_F,자연검색,모바일,Android,Edge,3975,2881,14195,68,22.5,319,291621
부산,동래구,2025-12-02,YouTube,캠페인_Q,검색광고,PC,iOS,Edge,3779,2908,20812,344,73.2,145,1317364
부산,동래구,2025-12-02,TikTok,캠페인_N,검색광고,모바일,Windows,Samsung Internet,4299,3942,25400,211,34.8,77,1249245
광주,북구,2025-12-02,KakaoTalk,캠페인_H,검색광고,PC,Android,Samsung Internet,2920,2018,4400,94,64.0,47,1854364
경기,화성시,2025-12-02,YouTube,캠페인_Q,직접접속,태블릿,Windows,Chrome,304,246,552,183,48.0,4,79698
제주,제주시,2025-12-02,Instagram,캠페인_O,직접접속,모바일,Windows,Chrome,157,135,550,358,64.1,10,330524
서울,노원구,2025-12-02,TikTok,캠페인_K,검색광고,모바일,iOS,Safari,4008,3177,12063,347,20.6,374,366063
광주,서구,2025-12-03,KakaoTalk,캠페인_I,SNS광고,모바일,Android,Naver앱,1677,1191,5768,17,17.4,38,238507
부산,동래구,2025-12-03,KakaoTalk,캠페인_L,SNS광고,모바일,Windows,Chrome,1667,1493,4200,24,65.7,43,1485943
부산,수영구,2025-12-03,TikTok,캠페인_F,SNS광고,모바일,iOS,Chrome,696,518,1261,150,32.2,51,443797
대구,중구,2025-12-04,TikTok,캠페인_I,SNS광고,모바일,iOS,Naver앱,3680,3432,13906,213,35.1,96,1701617
경기,남양주시,2025-12-04,TikTok,캠페인_L,검색광고,PC,macOS,Naver앱,2673,1992,6420,223,60.5,179,159425
서울,노원구,2025-12-04,Facebook,캠페인_C,검색광고,PC,macOS,Samsung Internet,4452,3129,14462,68,80.7,95,1792256
서울,영등포구,2025-12-05,Naver,캠페인_A,SNS광고,PC,Android,Samsung Internet,2537,2272,12413,395,19.8,29,659331
경기,안산시,2025-12-05,KakaoTalk,캠페인_J,검색광고,모바일,Windows,Safari,594,525,1180,27,33.3,14,435892
경기,수원시,2025-12-05,KakaoTalk,캠페인_M,검색광고,모바일,iOS,Chrome,925,825,2191,58,86.9,90,1345223
광주,북구,2025-12-05,YouTube,캠페인_A,SNS광고,모바일,Windows,Chrome,1849,1743,10387,230,75.3,124,1083574
부산,동래구,2025-12-05,YouTube,캠페인_J,검색광고,PC,macOS,Edge,1115,835,2151,256,82.3,49,652258
제주,서귀포시,2025-12-06,TikTok,캠페인_B,검색광고,모바일,Windows,Chrome,1715,1323,9272,348,79.2,98,163634
부산,동래구,2025-12-06,Instagram,캠페인_G,검색광고,모바일,Windows,Naver앱,3689,2876,14130,147,76.1,181,1131857
인천,남동구,2025-12-08,Naver,캠페인_H,직접접속,모바일,Windows,Edge,895,726,3858,325,27.7,27,1556158
부산,수영구,2025-12-08,TikTok,캠페인_Q,SNS광고,PC,Android,Safari,3683,2281,7123,46,39.1,22,673824
서울,송파구,2025-12-08,Instagram,캠페인_I,자연검색,모바일,iOS,Chrome,1020,693,3438,274,48.7,83,611825
대구,중구,2025-12-08,KakaoTalk,캠페인_J,SNS광고,모바일,Android,Chrome,2599,1784,7013,209,80.8,147,390538
인천,서구,2025-12-08,Naver,캠페인_A,자연검색,모바일,Windows,Chrome,1410,1138,2950,71,66.7,20,1447855
인천,부평구,2025-12-09,TikTok,캠페인_A,SNS광고,모바일,Android,Chrome,2618,1701,11402,331,46.9,52,1724708
광주,서구,2025-12-09,Naver,캠페인_G,직접접속,모바일,Android,Chrome,637,469,3251,246,43.2,11,266954
경기,남양주시,2025-12-10,TikTok,캠페인_Q,SNS광고,모바일,Android,Chrome,3186,2118,12311,34,29.2,244,951354
경기,성남시,2025-12-10,TikTok,캠페인_F,직접접속,모바일,iOS,Samsung Internet,1373,1140,2957,60,65.3,81,1046229
광주,광산구,2025-12-10,YouTube,캠페인_A,직접접속,모바일,iOS,Chrome,4113,3854,20647,375,65.7,419,1805812
서울,송파구,2025-12-10,KakaoTalk,캠페인_K,추천링크,모바일,iOS,Chrome,3986,2766,14042,140,53.8,213,143050
경기,수원시,2025-12-12,KakaoTalk,캠페인_G,검색광고,PC,Android,Safari,2320,1759,4926,253,16.8,106,1013170
광주,서구,2025-12-12,KakaoTalk,캠페인_M,SNS광고,모바일,iOS,Chrome,1450,987,2469,232,51.1,98,1929855
부산,북구,2025-12-12,TikTok,캠페인_Q,자연검색,모바일,Windows,Chrome,3249,2522,17334,278,21.2,300,1708043
인천,연수구,2025-12-12,Naver,캠페인_T,검색광고,태블릿,iOS,Safari,152,101,749,166,53.4,5,1874608
인천,남동구,2025-12-12,Facebook,캠페인_I,SNS광고,모바일,iOS,Chrome,2971,2102,6833,163,47.4,170,1463545
부산,북구,2025-12-12,Facebook,캠페인_F,검색광고,PC,iOS,Safari,192,125,364,65,85.5,8,378537
광주,서구,2025-12-12,Instagram,캠페인_F,SNS광고,태블릿,Android,Safari,2790,2569,4980,100,70.1,128,828236
제주,제주시,2025-12-12,TikTok,캠페인_C,검색광고,PC,Windows,Samsung Internet,4866,3953,25687,119,74.9,235,1414632
인천,남동구,2025-12-12,KakaoTalk,캠페인_N,검색광고,모바일,Android,Chrome,2489,1861,5914,277,74.5,200,719377
광주,광산구,2025-12-12,Naver,캠페인_I,검색광고,PC,Android,Edge,1080,795,5813,253,51.8,86,1553052
대구,중구,2025-12-13,Instagram,캠페인_S,자연검색,모바일,Android,Chrome,3170,2724,16319,159,30.6,212,1431718
인천,남동구,2025-12-13,TikTok,캠페인_L,검색광고,태블릿,Android,Chrome,2933,2390,15637,144,60.6,103,196295
제주,제주시,2025-12-14,YouTube,캠페인_M,이메일,PC,Android,Safari,4155,3930,22226,394,69.0,416,700158
광주,광산구,2025-12-14,YouTube,캠페인_Q,직접접속,모바일,Android,Chrome,4214,3603,20093,373,17.3,196,1525987
경기,부천시,2025-12-15,TikTok,캠페인_O,검색광고,모바일,iOS,Chrome,4443,4013,6755,106,56.8,338,1451109
광주,서구,2025-12-15,Facebook,캠페인_M,SNS광고,모바일,Android,Chrome,4200,3741,12173,58,32.9,383,1532291
대구,북구,2025-12-15,TikTok,캠페인_P,검색광고,모바일,iOS,Chrome,4918,4457,9414,249,50.2,202,805674
대구,북구,2025-12-15,KakaoTalk,캠페인_G,자연검색,PC,Windows,Chrome,3081,2179,17584,380,18.4,90,763607
서울,영등포구,2025-12-15,Instagram,캠페인_O,직접접속,PC,iOS,Chrome,3261,2812,12517,289,23.5,224,1129107
광주,북구,2025-12-16,Naver,캠페인_Q,자연검색,모바일,Windows,Safari,3419,2105,10459,104,79.4,122,715560
대구,중구,2025-12-16,Naver,캠페인_T,SNS광고,PC,Windows,Chrome,2415,1700,11431,32,61.2,130,1121494
인천,부평구,2025-12-17,Facebook,캠페인_B,이메일,모바일,iOS,Safari,4450,3787,19173,208,83.5,381,377878
광주,서구,2025-12-17,KakaoTalk,캠페인_T,검색광고,PC,Android,Chrome,1509,1391,4334,274,50.0,56,1932598
광주,서구,2025-12-18,YouTube,캠페인_A,SNS광고,모바일,Windows,Edge,1271,861,5724,127,77.2,94,1468194
인천,남동구,2025-12-18,KakaoTalk,캠페인_D,직접접속,PC,iOS,Safari,101,81,332,149,83.1,6,795483
제주,서귀포시,2025-12-18,YouTube,캠페인_M,SNS광고,모바일,Android,Chrome,874,771,3151,133,18.2,24,1755448
인천,남동구,2025-12-19,Facebook,캠페인_E,검색광고,PC,Android,Safari,499,336,2600,194,50.8,30,921024
인천,서구,2025-12-19,TikTok,캠페인_K,추천링크,모바일,iOS,Chrome,4510,3030,17326,94,28.7,252,427605
대구,북구,2025-12-19,Instagram,캠페인_N,이메일,모바일,iOS,Samsung Internet,2134,1685,10412,61,51.8,87,821802
부산,사상구,2025-12-20,Naver,캠페인_N,자연검색,PC,Windows,Safari,2564,1617,10110,328,74.1,180,285144
경기,안산시,2025-12-20,KakaoTalk,캠페인_M,SNS광고,PC,Android,Chrome,2295,1842,5796,83,45.3,68,91207
서울,서초구,2025-12-20,YouTube,캠페인_R,검색광고,모바일,iOS,Edge,894,726,4427,323,50.8,8,459425
대전,중구,2025-12-20,Naver,캠페인_S,검색광고,PC,Android,Safari,1189,730,4953,399,48.3,52,173504
인천,부평구,2025-12-20,Facebook,캠페인_T,SNS광고,모바일,macOS,Safari,188,150,446,330,58.2,16,653327
대전,서구,2025-12-21,YouTube,캠페인_T,자연검색,PC,Android,Samsung Internet,1257,1084,6671,374,79.1,59,625461
광주,광산구,2025-12-21,Facebook,캠페인_K,SNS광고,모바일,Android,Naver앱,1526,1292,4516,251,43.2,153,397768
대전,중구,2025-12-21,KakaoTalk,캠페인_R,SNS광고,PC,Android,Chrome,1530,1404,4001,275,65.2,57,1775105
서울,강남구,2025-12-21,YouTube,캠페인_E,자연검색,모바일,macOS,Samsung Internet,3273,3046,18714,337,16.7,142,445344
대전,중구,2025-12-21,YouTube,캠페인_G,이메일,PC,macOS,Samsung Internet,757,683,1543,178,23.3,23,1030481
대전,유성구,2025-12-21,Facebook,캠페인_P,자연검색,모바일,macOS,Samsung Internet,1087,932,5439,237,15.3,106,424053
인천,남동구,2025-12-21,KakaoTalk,캠페인_C,검색광고,태블릿,Android,Chrome,1121,791,5501,121,60.5,42,154315
제주,제주시,2025-12-22,TikTok,캠페인_R,검색광고,모바일,Android,Safari,1765,1139,9697,267,68.4,54,1286259
제주,제주시,2025-12-22,YouTube,캠페인_O,직접접속,모바일,Windows,Safari,42,33,131,37,73.3,0,409365
대전,중구,2025-12-22,Instagram,캠페인_K,검색광고,PC,Windows,Chrome,2125,1598,9865,285,75.9,149,1695813
서울,송파구,2025-12-22,KakaoTalk,캠페인_P,SNS광고,태블릿,Android,Samsung Internet,4040,2705,14857,231,83.0,97,923542
인천,서구,2025-12-23,Instagram,캠페인_D,검색광고,모바일,Android,Edge,3608,2198,9566,327,84.8,237,1407951
경기,부천시,2025-12-23,KakaoTalk,캠페인_F,검색광고,PC,Android,Chrome,2890,1943,12628,107,30.5,219,710184
인천,남동구,2025-12-23,YouTube,캠페인_C,직접접속,모바일,iOS,Samsung Internet,2418,2287,9872,334,72.0,132,783409
대전,중구,2025-12-23,Instagram,캠페인_L,자연검색,모바일,iOS,Samsung Internet,4598,3225,17704,187,47.0,343,647875
대전,중구,2025-12-23,Naver,캠페인_H,SNS광고,모바일,Android,Chrome,3591,2942,18826,365,56.2,114,286643
대구,달서구,2025-12-24,YouTube,캠페인_S,직접접속,모바일,macOS,Chrome,1416,1132,6288,170,33.5,41,69962
경기,성남시,2025-12-24,TikTok,캠페인_F,검색광고,태블릿,Windows,Safari,1940,1193,9012,15,71.4,75,459118
경기,성남시,2025-12-24,Instagram,캠페인_H,직접접속,모바일,iOS,Samsung Internet,3926,2512,18337,10,32.6,254,1489266
대전,서구,2025-12-25,KakaoTalk,캠페인_S,자연검색,모바일,Android,Chrome,2386,1966,13221,150,65.6,142,1579371
대구,달서구,2025-12-25,KakaoTalk,캠페인_D,검색광고,PC,iOS,Samsung Internet,2379,1763,5266,155,60.1,78,707716
대구,중구,2025-12-25,YouTube,캠페인_B,SNS광고,모바일,iOS,Edge,791,729,2886,168,15.8,62,920677
광주,북구,2025-12-25,KakaoTalk,캠페인_M,검색광고,모바일,Windows,Chrome,4482,3853,19381,101,60.3,250,1984006
인천,연수구,2025-12-25,Naver,캠페인_M,직접접속,모바일,Android,Safari,474,307,2645,343,54.8,24,627449
대전,서구,2025-12-25,Instagram,캠페인_N,검색광고,모바일,Android,Samsung Internet,2489,1602,10046,217,17.9,46,1706512
대구,수성구,2025-12-25,KakaoTalk,캠페인_P,검색광고,모바일,Windows,Samsung Internet,4239,3129,19458,342,23.0,271,1008877
부산,북구,2025-12-25,Naver,캠페인_H,검색광고,PC,Android,Chrome,263,180,660,284,87.1,17,487768
경기,고양시,2025-12-26,Instagram,캠페인_H,검색광고,PC,iOS,Edge,2771,2331,13286,297,29.0,230,234527
대전,중구,2025-12-27,KakaoTalk,캠페인_G,검색광고,모바일,Android,Safari,2650,1663,9323,18,22.7,109,6154
서울,강남구,2025-12-27,Instagram,캠페인_B,직접접속,모바일,Windows,Safari,3655,2599,17884,298,47.9,221,1459084
광주,서구,2025-12-28,YouTube,캠페인_A,검색광고,모바일,iOS,Chrome,1935,1743,7152,41,75.4,195,590577
서울,종로구,2025-12-28,TikTok,캠페인_R,직접접속,PC,iOS,Chrome,1368,1107,5439,55,15.3,52,1629560
대전,서구,2025-12-28,Facebook,캠페인_Q,SNS광고,PC,Android,Chrome,4449,2883,23373,225,41.0,160,147344
서울,강남구,2025-12-28,Instagram,캠페인_B,자연검색,모바일,Windows,Edge,4991,3579,24840,383,23.6,358,488845
부산,해운대구,2025-12-28,Facebook,캠페인_A,자연검색,PC,Android,Edge,2417,1601,5665,244,79.6,39,1514085
부산,사상구,2025-12-29,Naver,캠페인_G,자연검색,모바일,iOS,Safari,149,112,756,17,73.5,2,322919
서울,강남구,2025-12-29,KakaoTalk,캠페인_O,SNS광고,태블릿,Android,Chrome,3816,2572,6449,358,52.2,185,1027290
대전,서구,2025-12-29,TikTok,캠페인_F,SNS광고,모바일,Android,Safari,409,345,1515,165,23.0,15,846346
대전,서구,2025-12-30,Instagram,캠페인_D,검색광고,모바일,Android,Chrome,1574,1434,6265,102,52.3,18,444040
경기,부천시,2025-12-30,YouTube,캠페인_C,자연검색,모바일,Windows,Naver앱,4295,3353,22323,179,81.0,116,179938
부산,북구,2025-12-30,Naver,캠페인_J,검색광고,모바일,iOS,Naver앱,2424,1568,5649,18,83.2,173,1964656
경기,남양주시,2025-12-31,Instagram,캠페인_H,검색광고,모바일,Android,Chrome,2632,2100,12454,217,48.6,56,1035038
제주,제주시,2025-12-31,TikTok,캠페인_D,SNS광고,모바일,iOS,Safari,430,342,1019,130,19.9,10,287542
경기,안산시,2025-12-31,Instagram,캠페인_S,직접접속,모바일,iOS,Chrome,394,347,2331,84,19.3,37,1415050
대구,중구,2026-01-01,Facebook,캠페인_E,검색광고,모바일,iOS,Edge,136,113,739,237,45.1,4,572950
인천,남동구,2026-01-01,Instagram,캠페인_R,검색광고,모바일,iOS,Safari,2515,2273,9582,254,55.9,72,250576
서울,노원구,2026-01-02,Instagram,캠페인_P,SNS광고,모바일,Windows,Samsung Internet,4025,3077,14211,193,53.8,347,1549998
대전,유성구,2026-01-02,Naver,캠페인_M,SNS광고,PC,Windows,Safari,4292,3083,22426,249,45.8,48,532557
경기,성남시,2026-01-02,Instagram,캠페인_B,SNS광고,모바일,macOS,Chrome,2650,2346,12334,275,46.9,259,1299139
광주,서구,2026-01-02,YouTube,캠페인_N,검색광고,태블릿,Android,Chrome,2606,2379,12150,186,36.2,78,583115
대전,중구,2026-01-04,Instagram,캠페인_G,SNS광고,모바일,Windows,Chrome,4947,3373,9344,186,75.5,375,1104327
제주,제주시,2026-01-04,KakaoTalk,캠페인_N,SNS광고,태블릿,Android,Naver앱,209,129,939,382,85.3,1,393571
부산,해운대구,2026-01-04,KakaoTalk,캠페인_M,SNS광고,모바일,iOS,Edge,1553,1473,5821,124,56.6,129,615006
인천,서구,2026-01-04,Facebook,캠페인_D,추천링크,모바일,Android,Chrome,3483,2921,15622,343,53.4,315,1764578
부산,사상구,2026-01-05,YouTube,캠페인_T,이메일,모바일,macOS,Safari,3139,2347,6620,144,49.5,196,1650683
부산,동래구,2026-01-05,YouTube,캠페인_E,SNS광고,태블릿,iOS,Safari,3276,2048,11252,17,24.9,117,1508760
대구,수성구,2026-01-05,TikTok,캠페인_I,SNS광고,모바일,Android,Chrome,1725,1618,7477,13,24.1,106,321010
광주,광산구,2026-01-05,Naver,캠페인_Q,직접접속,태블릿,Windows,Safari,2503,2072,4668,352,45.5,67,1282969
대전,중구,2026-01-05,Facebook,캠페인_F,검색광고,모바일,Android,Samsung Internet,3490,3151,7586,343,65.6,342,840680
인천,부평구,2026-01-05,YouTube,캠페인_H,검색광고,태블릿,iOS,Edge,84,52,209,365,58.6,3,1855599
광주,광산구,2026-01-05,Facebook,캠페인_O,SNS광고,모바일,macOS,Safari,493,340,2439,146,61.2,40,758046
대구,달서구,2026-01-05,Facebook,캠페인_P,직접접속,PC,Android,Edge,2921,2515,11739,327,65.3,204,539085
광주,서구,2026-01-06,Naver,캠페인_H,검색광고,모바일,iOS,Naver앱,4238,3623,8037,90,43.4,267,398880
서울,종로구,2026-01-06,YouTube,캠페인_T,SNS광고,PC,Android,Samsung Internet,1156,847,5924,359,72.7,59,1890280
서울,노원구,2026-01-06,Facebook,캠페인_A,자연검색,모바일,Android,Chrome,2955,2800,6305,146,84.6,16,420235
대구,달서구,2026-01-07,YouTube,캠페인_M,자연검색,모바일,Android,Safari,2853,2390,4950,200,69.9,151,1262089
대구,달서구,2026-01-07,Naver,캠페인_F,SNS광고,PC,Android,Samsung Internet,3563,2224,8522,42,38.1,233,1279012
대구,달서구,2026-01-07,KakaoTalk,캠페인_K,SNS광고,PC,Android,Naver앱,2187,2010,6987,279,22.2,147,276016
경기,용인시,2026-01-07,KakaoTalk,캠페인_G,자연검색,PC,macOS,Naver앱,1091,873,6500,94,60.5,24,1407164
경기,용인시,2026-01-07,KakaoTalk,캠페인_S,직접접속,모바일,Android,Samsung Internet,4491,3394,21163,10,61.4,292,1287166
서울,영등포구,2026-01-07,Naver,캠페인_O,SNS광고,PC,iOS,Naver앱,829,567,4533,39,38.6,22,966579
부산,사상구,2026-01-07,KakaoTalk,캠페인_E,직접접속,모바일,Android,Safari,2825,2069,16838,209,29.3,226,997415
제주,제주시,2026-01-08,YouTube,캠페인_H,SNS광고,PC,macOS,Safari,1583,979,9190,242,60.0,63,588289
대구,북구,2026-01-08,KakaoTalk,캠페인_L,자연검색,모바일,iOS,Chrome,4934,4367,15056,305,72.8,444,1194452
경기,용인시,2026-01-09,TikTok,캠페인_C,SNS광고,PC,Android,Safari,346,285,608,171,18.8,14,1709314
대전,중구,2026-01-09,KakaoTalk,캠페인_K,직접접속,모바일,Windows,Chrome,3586,3190,13339,319,20.5,375,1885724
제주,제주시,2026-01-09,YouTube,캠페인_M,SNS광고,모바일,Windows,Chrome,670,558,1010,37,60.7,17,125336
서울,노원구,2026-01-09,KakaoTalk,캠페인_I,검색광고,모바일,Windows,Naver앱,2535,1884,9891,331,19.0,103,690195
대구,중구,2026-01-10,Naver,캠페인_J,SNS광고,모바일,iOS,Safari,2997,2763,13883,249,87.0,47,161356
광주,서구,2026-01-10,Instagram,캠페인_D,직접접속,모바일,iOS,Samsung Internet,2465,2247,7960,72,85.8,148,303492
대구,북구,2026-01-11,TikTok,캠페인_T,SNS광고,모바일,Android,Safari,3601,2989,15877,87,24.6,219,950153
대전,유성구,2026-01-11,YouTube,캠페인_C,SNS광고,모바일,iOS,Chrome,1175,946,3766,357,55.5,69,1229856
제주,제주시,2026-01-11,Instagram,캠페인_P,SNS광고,태블릿,Android,Chrome,3279,2554,14107,105,50.9,172,661657
대구,중구,2026-01-11,YouTube,캠페인_A,자연검색,모바일,iOS,Edge,2430,2094,12494,209,47.6,36,38011
광주,서구,2026-01-13,Instagram,캠페인_P,자연검색,모바일,iOS,Safari,551,451,933,42,28.0,24,898704
대구,북구,2026-01-13,Facebook,캠페인_J,자연검색,모바일,iOS,Edge,48,37,162,242,59.0,0,552862
제주,서귀포시,2026-01-13,KakaoTalk,캠페인_P,SNS광고,모바일,Android,Chrome,3926,3106,17874,298,51.5,357,1676158
경기,수원시,2026-01-14,KakaoTalk,캠페인_K,검색광고,태블릿,Android,Chrome,1372,1136,7922,40,85.9,94,500328
경기,성남시,2026-01-14,Facebook,캠페인_K,SNS광고,모바일,iOS,Chrome,2296,1819,5265,323,44.7,161,1695778
광주,북구,2026-01-14,Instagram,캠페인_T,검색광고,모바일,iOS,Samsung Internet,4770,3420,23273,192,37.4,87,672509
광주,광산구,2026-01-14,TikTok,캠페인_D,SNS광고,모바일,Android,Safari,246,185,1056,17,60.8,11,943739
서울,송파구,2026-01-14,KakaoTalk,캠페인_I,검색광고,모바일,macOS,Chrome,4552,3983,25277,269,36.4,43,1367145
광주,서구,2026-01-14,YouTube,캠페인_C,직접접속,태블릿,Android,Chrome,1896,1191,9186,109,60.5,141,837601
경기,고양시,2026-01-14,Naver,캠페인_A,검색광고,모바일,iOS,Edge,4046,3162,7710,64,20.4,210,1660098
인천,연수구,2026-01-15,Naver,캠페인_H,검색광고,모바일,Android,Chrome,1350,888,2890,281,44.2,42,684260
인천,연수구,2026-01-15,KakaoTalk,캠페인_S,SNS광고,PC,Android,Safari,843,663,3804,200,83.3,26,864739
서울,송파구,2026-01-15,KakaoTalk,캠페인_Q,자연검색,PC,Android,Chrome,374,308,2211,278,71.2,1,378610
인천,부평구,2026-01-16,Facebook,캠페인_N,검색광고,PC,iOS,Chrome,1769,1659,10020,303,39.8,34,334240
서울,강서구,2026-01-16,YouTube,캠페인_O,SNS광고,태블릿,Windows,Chrome,3842,2708,18619,245,68.3,234,34936
제주,제주시,2026-01-16,Naver,캠페인_F,검색광고,모바일,Windows,Samsung Internet,463,315,2332,318,27.6,11,116667
광주,서구,2026-01-17,TikTok,캠페인_N,자연검색,PC,Windows,Edge,4332,2923,10720,141,27.9,23,427018
