날짜,캠페인명,플랫폼,광고형식,소재유형,색감,해시태그수,텍스트길이,동영상길이(초),노출수,클릭수,CTR(%),좋아요,공유,광고비(원),전환수,소재평점,A/B그룹
2025-07-10,캠페인_T,KakaoTalk,동영상,감성소구형,밝음,13,199,25,102399,6724,6.57,1703,188,2332574,490,3.2,A
2025-07-11,캠페인_M,Instagram,릴스,정보제공형,파스텔,16,172,23,24279,274,1.13,738,53,2806534,27,4.0,C
2025-07-11,캠페인_J,YouTube,릴스,긴급성강조형,밝음,5,81,71,156794,2369,1.51,6690,422,2228392,232,9.9,B
2025-07-11,캠페인_F,Naver,릴스,유머형,파스텔,2,191,48,74234,4273,5.76,3230,221,2123995,200,2.9,C
2025-07-11,캠페인_G,YouTube,스토리,혜택강조형,어두움,2,265,0,169971,13373,7.87,7320,290,1721216,195,2.0,B
2025-07-11,캠페인_C,TikTok,스토리,긴급성강조형,밝음,4,47,0,135991,1166,0.86,9043,370,3231513,129,8.2,A
2025-07-12,캠페인_R,KakaoTalk,카드뉴스,정보제공형,모노톤,3,129,0,205937,1648,0.8,6069,283,396276,71,4.6,C
2025-07-12,캠페인_J,Naver,카드뉴스,감성소구형,어두움,12,31,0,160889,4866,3.02,7294,351,2682413,187,3.9,C
2025-07-12,캠페인_N,YouTube,이미지,정보제공형,밝음,9,269,0,104230,5883,5.64,1486,125,206335,199,1.3,B
2025-07-13,캠페인_G,KakaoTalk,스토리,긴급성강조형,밝음,4,128,0,202689,8622,4.25,11136,443,3380343,693,7.5,B
2025-07-13,캠페인_A,YouTube,배너,감성소구형,파스텔,2,229,0,97540,6319,6.48,3704,237,2681556,567,3.0,B
2025-07-15,캠페인_K,KakaoTalk,릴스,감성소구형,밝음,6,221,26,149414,8001,5.35,8576,785,1444524,220,5.4,A
2025-07-15,캠페인_Q,Facebook,동영상,감성소구형,비비드,8,106,82,7420,195,2.63,257,18,986218,13,1.3,C
2025-07-15,캠페인_R,YouTube,릴스,감성소구형,어두움,1,85,34,224290,6410,2.86,6720,596,1118489,513,1.4,B
2025-07-16,캠페인_A,Instagram,배너,감성소구형,어두움,2,265,0,18756,1123,5.99,926,57,502214,37,3.8,A
2025-07-16,캠페인_C,TikTok,카드뉴스,혜택강조형,모노톤,5,286,0,247904,9307,3.75,15446,926,3555143,361,5.5,B
2025-07-16,캠페인_T,Naver,동영상,혜택강조형,모노톤,16,242,27,65398,1983,3.03,2843,362,3102953,57,4.9,B
2025-07-17,캠페인_D,TikTok,배너,혜택강조형,파스텔,6,32,0,9136,397,4.35,612,60,1288578,20,6.1,B
2025-07-17,캠페인_D,Facebook,카드뉴스,혜택강조형,비비드,4,78,0,201975,11285,5.59,5206,153,1839309,1182,7.9,B
2025-07-20,캠페인_I,KakaoTalk,동영상,유머형,어두움,18,155,12,107272,2881,2.69,5687,555,245730,159,3.8,B
2025-07-20,캠페인_A,Facebook,릴스,긴급성강조형,밝음,12,172,9,56647,2215,3.91,1902,48,1601108,35,7.5,C
2025-07-21,캠페인_M,Naver,동영상,유머형,비비드,14,284,6,243274,2982,1.23,12540,1272,1177279,352,2.0,A
2025-07-21,캠페인_P,YouTube,릴스,유머형,어두움,19,166,37,31620,2357,7.45,1704,133,2337387,273,2.3,C
2025-07-22,캠페인_J,YouTube,배너,긴급성강조형,밝음,11,282,0,184383,11302,6.13,4680,275,1309796,512,7.9,A
2025-07-22,캠페인_Q,Instagram,동영상,정보제공형,비비드,13,142,6,54629,1617,2.96,1557,175,3971256,69,3.7,A
2025-07-22,캠페인_L,KakaoTalk,카드뉴스,혜택강조형,밝음,13,199,0,2382,136,5.71,147,13,3004096,5,5.0,B
2025-07-22,캠페인_S,KakaoTalk,이미지,혜택강조형,모노톤,1,13,0,201771,5368,2.66,9516,754,2009956,561,1.9,C
2025-07-24,캠페인_N,YouTube,스토리,감성소구형,파스텔,11,177,0,53014,556,1.05,2628,266,143281,17,8.0,A
2025-07-24,캠페인_K,KakaoTalk,카드뉴스,긴급성강조형,파스텔,13,130,0,237313,16773,7.07,13970,351,816956,564,2.8,B
2025-07-25,캠페인_O,Instagram,카드뉴스,정보제공형,어두움,1,33,0,154665,10255,6.63,2442,68,118973,1042,9.8,B
2025-07-25,캠페인_B,Naver,릴스,혜택강조형,어두움,5,25,32,114870,1086,0.95,5252,503,3485012,53,2.2,A
2025-07-26,캠페인_Q,KakaoTalk,이미지,감성소구형,모노톤,1,123,0,130469,2427,1.86,6640,850,2600849,92,4.9,A
2025-07-26,캠페인_H,KakaoTalk,카드뉴스,유머형,비비드,1,122,0,8493,198,2.33,57,6,1041048,2,5.5,A
2025-07-27,캠페인_G,YouTube,동영상,감성소구형,모노톤,15,269,54,159136,12164,7.64,951,36,1155622,1179,7.8,A
2025-07-27,캠페인_B,Instagram,스토리,정보제공형,파스텔,5,153,0,13260,572,4.31,527,57,1989615,45,2.3,C
2025-07-27,캠페인_H,KakaoTalk,동영상,혜택강조형,비비드,2,78,77,96718,7070,7.31,5953,388,2236435,757,4.7,C
2025-07-27,캠페인_T,KakaoTalk,릴스,긴급성강조형,어두움,17,63,37,215892,9899,4.59,11225,1150,1726178,505,8.3,B
2025-07-27,캠페인_A,Naver,동영상,정보제공형,밝음,9,216,89,201171,5052,2.51,8177,284,1477431,137,4.4,C
2025-07-27,캠페인_R,Naver,카드뉴스,긴급성강조형,파스텔,11,112,0,116674,8578,7.35,4131,272,2574718,998,7.0,B
2025-07-27,캠페인_H,TikTok,카드뉴스,감성소구형,어두움,10,277,0,216711,7048,3.25,9827,373,1019180,677,7.8,A
2025-07-28,캠페인_B,Instagram,이미지,감성소구형,밝음,14,81,0,212408,11781,5.55,3630,429,459086,848,4.2,B
2025-07-28,캠페인_F,Facebook,배너,혜택강조형,파스텔,18,32,0,154113,10547,6.84,7899,465,2771508,431,2.3,C
2025-07-28,캠페인_K,Naver,이미지,긴급성강조형,비비드,8,152,0,116213,7954,6.84,6891,790,1446418,301,9.8,C
2025-07-28,캠페인_S,Facebook,배너,혜택강조형,어두움,17,103,0,897,23,2.56,45,2,3062301,1,4.3,B
2025-07-29,캠페인_M,KakaoTalk,릴스,혜택강조형,비비드,12,85,15,196880,7065,3.59,4866,399,2922116,631,7.1,C
2025-07-29,캠페인_N,Facebook,카드뉴스,정보제공형,비비드,8,21,0,45068,1827,4.05,3087,273,2305413,94,8.9,A
2025-07-29,캠페인_A,TikTok,이미지,감성소구형,파스텔,4,93,0,234812,2806,1.19,13340,499,1399732,175,4.6,B
2025-07-29,캠페인_O,KakaoTalk,카드뉴스,정보제공형,모노톤,0,278,0,6706,468,6.98,147,11,2994527,44,9.7,A
2025-07-30,캠페인_O,YouTube,카드뉴스,감성소구형,모노톤,8,287,0,208148,7751,3.72,12702,1357,284583,248,1.7,C
2025-07-30,캠페인_R,Instagram,스토리,유머형,모노톤,5,63,0,19428,1195,6.15,592,46,1446269,20,3.1,C
2025-07-31,캠페인_I,Naver,스토리,정보제공형,파스텔,17,176,0,30599,2160,7.06,475,35,3798897,238,1.1,C
2025-07-31,캠페인_G,Instagram,릴스,혜택강조형,비비드,7,178,35,98013,7744,7.9,4948,511,3054591,419,5.0,B
2025-08-01,캠페인_S,KakaoTalk,카드뉴스,유머형,파스텔,19,237,0,67080,3049,4.55,1387,96,3309961,249,5.3,A
2025-08-01,캠페인_O,Facebook,동영상,긴급성강조형,어두움,8,106,57,70847,5422,7.65,2110,159,2350584,119,9.8,C
2025-08-02,캠페인_K,TikTok,스토리,긴급성강조형,밝음,19,72,0,14098,187,1.33,548,46,892166,21,8.3,C
2025-08-02,캠페인_G,YouTube,이미지,긴급성강조형,밝음,3,74,0,218044,8391,3.85,9560,534,555090,285,1.9,C
2025-08-03,캠페인_D,Naver,스토리,혜택강조형,어두움,19,179,0,65636,3048,4.64,2424,65,3117538,303,4.0,C
2025-08-03,캠페인_Q,TikTok,스토리,유머형,어두움,12,292,0,211932,16863,7.96,14103,1124,298195,953,9.9,B
2025-08-03,캠페인_K,KakaoTalk,릴스,혜택강조형,밝음,8,289,83,203095,10955,5.39,11271,313,2962407,810,7.8,B
2025-08-03,캠페인_B,TikTok,스토리,감성소구형,비비드,16,90,0,137623,10433,7.58,6482,592,423171,794,8.1,B
2025-08-04,캠페인_E,Instagram,릴스,정보제공형,밝음,12,179,12,96604,3232,3.35,6493,188,3594639,155,5.6,B
2025-08-04,캠페인_F,KakaoTalk,이미지,혜택강조형,어두움,1,112,0,208491,16556,7.94,10717,556,3489673,560,1.2,A
2025-08-05,캠페인_Q,TikTok,이미지,감성소구형,모노톤,9,212,0,228242,10172,4.46,5352,376,3888987,936,1.5,C
2025-08-05,캠페인_G,TikTok,카드뉴스,혜택강조형,파스텔,14,33,0,142750,9684,6.78,5073,306,3688855,723,4.3,C
2025-08-06,캠페인_H,TikTok,동영상,유머형,파스텔,18,171,66,109277,4883,4.47,3064,253,1156661,395,9.7,B
2025-08-06,캠페인_I,YouTube,배너,감성소구형,어두움,12,131,0,113032,8448,7.47,3324,205,971967,866,3.6,A
2025-08-07,캠페인_L,YouTube,이미지,긴급성강조형,어두움,11,111,0,9945,210,2.11,196,20,3906523,14,3.9,B
2025-08-07,캠페인_R,Facebook,스토리,정보제공형,비비드,0,148,0,15174,879,5.79,285,7,708702,36,3.8,C
2025-08-08,캠페인_T,Facebook,릴스,긴급성강조형,밝음,17,97,32,95342,880,0.92,3207,296,3654059,82,8.9,B
2025-08-08,캠페인_D,Facebook,카드뉴스,긴급성강조형,파스텔,4,175,0,176850,13821,7.82,4033,129,2842414,1529,4.2,B
2025-08-08,캠페인_D,Naver,배너,감성소구형,모노톤,1,141,0,201661,14394,7.14,1103,95,1942258,336,8.2,C
2025-08-08,캠페인_B,Instagram,동영상,감성소구형,모노톤,0,160,38,140703,817,0.58,7231,183,533878,67,5.1,B
2025-08-08,캠페인_I,TikTok,동영상,감성소구형,모노톤,9,84,13,244699,13738,5.61,16943,1435,3859194,239,6.3,B
2025-08-09,캠페인_G,TikTok,이미지,혜택강조형,어두움,6,123,0,74305,3693,4.97,1367,38,2242295,107,6.0,B
2025-08-09,캠페인_A,Naver,배너,정보제공형,비비드,16,54,0,158642,8701,5.48,9020,207,858965,166,2.6,C
2025-08-09,캠페인_K,Naver,배너,긴급성강조형,비비드,13,225,0,232427,17600,7.57,12368,1404,3491514,2046,4.8,B
2025-08-10,캠페인_K,Naver,카드뉴스,긴급성강조형,모노톤,0,84,0,148620,11555,7.77,5448,472,3064453,991,8.8,A
2025-08-10,캠페인_K,YouTube,동영상,유머형,어두움,13,23,18,104525,910,0.87,5004,342,3756599,20,4.9,C
2025-08-12,캠페인_R,KakaoTalk,동영상,긴급성강조형,파스텔,12,127,87,1938,91,4.7,56,5,3516431,4,8.7,A
2025-08-12,캠페인_A,YouTube,카드뉴스,감성소구형,비비드,6,159,0,155431,3153,2.03,5119,627,1271534,59,4.2,A
2025-08-13,캠페인_C,KakaoTalk,카드뉴스,혜택강조형,어두움,1,106,0,98131,6613,6.74,1409,111,735022,215,9.7,C
2025-08-14,캠페인_P,Facebook,스토리,감성소구형,모노톤,18,159,0,66277,2861,4.32,389,27,1915524,59,8.9,A
2025-08-14,캠페인_D,Facebook,스토리,정보제공형,어두움,13,198,0,40515,1985,4.9,1755,116,3859532,38,5.3,B
2025-08-14,캠페인_O,TikTok,카드뉴스,혜택강조형,파스텔,13,268,0,176959,12333,6.97,11631,1009,2745959,747,8.1,C
2025-08-14,캠페인_R,Instagram,카드뉴스,정보제공형,밝음,16,223,0,957,65,6.79,34,3,715156,3,4.9,B
2025-08-15,캠페인_J,Naver,릴스,긴급성강조형,모노톤,19,25,15,195101,3657,1.87,7638,968,744287,64,5.1,B
2025-08-15,캠페인_R,Naver,카드뉴스,정보제공형,어두움,11,48,0,142419,3504,2.46,2570,268,2274551,306,5.7,A
2025-08-15,캠페인_B,YouTube,동영상,유머형,비비드,14,215,61,77824,2850,3.66,4017,294,3379167,266,9.8,B
2025-08-15,캠페인_R,KakaoTalk,카드뉴스,유머형,비비드,4,157,0,84032,5650,6.72,4000,446,1696577,503,6.9,A
2025-08-16,캠페인_Q,KakaoTalk,카드뉴스,유머형,파스텔,1,180,0,141963,8796,6.2,3013,94,2362923,992,3.5,C
2025-08-16,캠페인_Q,Instagram,배너,긴급성강조형,모노톤,3,155,0,132703,7627,5.75,6563,379,1934535,824,2.2,B
2025-08-16,캠페인_F,Instagram,동영상,유머형,비비드,19,16,68,219885,1512,0.69,15317,1178,3080512,112,2.0,C
2025-08-16,캠페인_L,Facebook,이미지,감성소구형,모노톤,4,55,0,177663,12177,6.85,889,64,202599,998,3.0,C
2025-08-18,캠페인_L,Instagram,배너,유머형,모노톤,11,17,0,157630,7965,5.05,6623,618,478375,850,4.1,B
2025-08-19,캠페인_P,KakaoTalk,카드뉴스,혜택강조형,밝음,15,185,0,197009,12482,6.34,10535,972,3110046,1337,9.3,C
2025-08-19,캠페인_L,TikTok,스토리,유머형,어두움,6,249,0,31450,2013,6.4,1484,118,386747,123,2.0,C
2025-08-19,캠페인_N,Instagram,릴스,긴급성강조형,밝음,12,237,16,39220,1761,4.49,1093,132,3783029,163,3.5,C
2025-08-19,캠페인_D,TikTok,이미지,긴급성강조형,비비드,7,246,0,209994,4206,2.0,4856,599,1847525,171,8.8,B
2025-08-20,캠페인_A,YouTube,카드뉴스,감성소구형,어두움,10,143,0,81917,5840,7.13,5245,263,3441381,79,7.1,C
2025-08-20,캠페인_E,YouTube,동영상,혜택강조형,모노톤,6,70,40,222860,12665,5.68,11013,510,621014,235,7.7,C
2025-08-20,캠페인_L,KakaoTalk,카드뉴스,혜택강조형,비비드,14,94,0,220626,12613,5.72,4287,384,3992836,1244,2.6,A
2025-08-20,캠페인_E,KakaoTalk,카드뉴스,감성소구형,모노톤,19,67,0,18391,483,2.63,1067,83,2388429,4,2.7,B
2025-08-21,캠페인_E,KakaoTalk,카드뉴스,감성소구형,파스텔,18,282,0,196080,11837,6.04,4681,188,2229383,248,6.3,A
2025-08-21,캠페인_M,Facebook,카드뉴스,감성소구형,밝음,8,284,0,91109,4202,4.61,4029,378,3552374,436,3.9,A
2025-08-21,캠페인_E,TikTok,릴스,혜택강조형,파스텔,0,113,23,155460,1248,0.8,3707,408,2916172,119,8.1,A
2025-08-21,캠페인_Q,Naver,이미지,혜택강조형,밝음,12,121,0,136076,2149,1.58,6251,587,666050,135,5.7,B
2025-08-22,캠페인_C,Naver,카드뉴스,감성소구형,비비드,0,120,0,153305,2951,1.92,875,112,2714586,150,6.0,A
2025-08-22,캠페인_B,TikTok,카드뉴스,유머형,어두움,15,287,0,169972,11251,6.62,1601,61,234850,269,7.3,A
2025-08-22,캠페인_D,KakaoTalk,이미지,혜택강조형,밝음,2,101,0,88394,6792,7.68,4762,406,2682249,691,8.5,A
2025-08-23,캠페인_R,Facebook,이미지,정보제공형,비비드,4,43,0,41992,1740,4.14,1714,47,1041673,142,4.4,A
2025-08-23,캠페인_C,KakaoTalk,스토리,정보제공형,어두움,0,292,0,46716,2686,5.75,604,58,1900576,33,1.7,B
2025-08-23,캠페인_S,KakaoTalk,이미지,유머형,어두움,17,281,0,5311,317,5.97,140,5,2424261,13,5.8,C
2025-08-23,캠페인_P,TikTok,카드뉴스,감성소구형,밝음,15,130,0,27538,730,2.65,1020,37,1104188,50,9.8,C
2025-08-23,캠페인_I,TikTok,릴스,정보제공형,어두움,3,175,83,98487,5453,5.54,2097,240,3191942,338,2.9,C
2025-08-24,캠페인_N,Facebook,스토리,긴급성강조형,비비드,18,247,0,10821,418,3.86,295,13,1460208,9,4.2,B
2025-08-24,캠페인_S,TikTok,이미지,감성소구형,밝음,17,61,0,93959,7281,7.75,6232,721,572246,420,8.5,A
2025-08-24,캠페인_R,YouTube,카드뉴스,정보제공형,파스텔,11,63,0,248923,14035,5.64,8822,570,3153879,176,1.6,B
2025-08-24,캠페인_M,Facebook,동영상,유머형,모노톤,11,197,38,66206,4397,6.64,3677,466,2754847,250,7.7,C
2025-08-25,캠페인_S,KakaoTalk,이미지,감성소구형,어두움,0,19,0,163768,5517,3.37,4465,353,3733031,356,4.3,B
2025-08-25,캠페인_T,YouTube,카드뉴스,혜택강조형,어두움,7,142,0,33433,1805,5.4,2027,105,2219293,127,9.7,A
2025-08-25,캠페인_L,YouTube,배너,혜택강조형,어두움,2,231,0,193297,6670,3.45,9488,837,2421240,600,4.7,B
2025-08-25,캠페인_G,Naver,카드뉴스,유머형,모노톤,9,47,0,240948,8828,3.66,11875,1221,1314134,313,4.0,A
2025-08-25,캠페인_E,TikTok,스토리,감성소구형,파스텔,19,212,0,197194,4280,2.17,13500,918,2091086,490,4.2,C
2025-08-26,캠페인_E,KakaoTalk,릴스,혜택강조형,파스텔,16,69,85,160392,8272,5.16,1767,191,2083618,435,1.0,C
2025-08-26,캠페인_J,KakaoTalk,동영상,유머형,밝음,18,271,63,118628,4237,3.57,759,73,520892,226,2.7,C
2025-08-27,캠페인_P,Instagram,배너,유머형,모노톤,5,139,0,118282,7794,6.59,6373,245,1235893,541,5.7,A
2025-08-27,캠페인_S,KakaoTalk,스토리,유머형,어두움,17,282,0,120382,3097,2.57,5939,663,374091,202,1.6,A
2025-08-27,캠페인_P,YouTube,릴스,정보제공형,비비드,18,255,67,247707,5974,2.41,12939,924,3432101,536,2.8,C
2025-08-28,캠페인_N,Naver,릴스,정보제공형,밝음,16,32,72,159959,4031,2.52,2239,82,1917157,54,6.7,C
2025-08-29,캠페인_K,Naver,릴스,정보제공형,밝음,17,212,51,7013,296,4.22,283,10,2602780,30,7.8,A
2025-08-29,캠페인_I,TikTok,릴스,감성소구형,비비드,14,16,64,72518,4983,6.87,4531,556,2917875,228,8.7,A
2025-08-29,캠페인_M,KakaoTalk,배너,정보제공형,비비드,8,176,0,81814,2985,3.65,3255,227,3053657,303,9.7,A
2025-08-29,캠페인_F,YouTube,배너,감성소구형,밝음,19,218,0,3624,210,5.79,135,10,2213966,4,1.8,A
2025-08-29,캠페인_O,KakaoTalk,배너,정보제공형,모노톤,8,281,0,112091,7449,6.65,1754,194,443494,540,5.4,A
2025-08-31,캠페인_D,TikTok,스토리,감성소구형,어두움,10,211,0,122838,7220,5.88,1978,106,2608052,475,9.6,C
2025-08-31,캠페인_F,Instagram,카드뉴스,혜택강조형,어두움,0,167,0,149030,7255,4.87,3951,147,588365,751,3.4,A
2025-08-31,캠페인_S,Instagram,배너,유머형,모노톤,9,79,0,584,9,1.54,23,0,3264845,0,5.8,C
2025-08-31,캠페인_M,TikTok,카드뉴스,긴급성강조형,비비드,7,103,0,249297,10203,4.09,2799,179,391880,685,1.1,A
2025-09-01,캠페인_M,Naver,동영상,감성소구형,모노톤,19,96,84,42716,3055,7.15,1410,66,3715197,118,4.7,B
2025-09-01,캠페인_M,YouTube,스토리,정보제공형,비비드,8,288,0,128794,1414,1.1,1559,184,3006230,132,7.7,A
2025-09-01,캠페인_B,Instagram,스토리,유머형,밝음,7,75,0,218458,6991,3.2,12964,502,2542056,670,9.3,C
2025-09-02,캠페인_S,TikTok,카드뉴스,혜택강조형,밝음,10,246,0,25428,1195,4.7,246,19,3849821,104,6.0,C
2025-09-03,캠페인_R,TikTok,릴스,긴급성강조형,파스텔,11,279,68,171033,11573,6.77,3962,320,1323512,1241,2.4,C
2025-09-04,캠페인_D,Instagram,이미지,감성소구형,밝음,17,51,0,74473,4658,6.25,4091,508,2450762,229,1.3,B
2025-09-04,캠페인_S,YouTube,이미지,혜택강조형,파스텔,7,39,0,229277,4223,1.84,2859,306,1615691,503,6.8,B
2025-09-04,캠페인_H,KakaoTalk,동영상,긴급성강조형,밝음,13,124,29,64088,972,1.52,395,39,954117,34,7.6,B
2025-09-05,캠페인_K,KakaoTalk,스토리,긴급성강조형,모노톤,0,99,0,133107,7564,5.68,4535,296,3303847,584,6.0,A
2025-09-05,캠페인_G,TikTok,배너,긴급성강조형,어두움,11,203,0,18941,1446,7.63,763,64,392273,61,2.5,B
2025-09-06,캠페인_I,KakaoTalk,릴스,유머형,비비드,4,120,46,219700,16219,7.38,5234,674,3371833,1804,3.2,B
2025-09-06,캠페인_S,Facebook,이미지,감성소구형,모노톤,6,276,0,42362,2403,5.67,457,40,1801362,25,2.4,C
2025-09-06,캠페인_M,TikTok,동영상,유머형,밝음,5,57,77,170451,12815,7.52,5319,280,1309543,967,4.4,C
2025-09-07,캠페인_G,TikTok,스토리,정보제공형,어두움,19,120,0,40140,2278,5.68,2568,132,1520836,82,3.8,A
2025-09-07,캠페인_S,KakaoTalk,동영상,정보제공형,비비드,11,39,89,48631,2985,6.14,3260,373,3530116,273,1.5,C
2025-09-07,캠페인_C,Instagram,릴스,혜택강조형,어두움,6,296,33,226413,6949,3.07,15494,544,1742231,670,9.9,B
2025-09-08,캠페인_L,YouTube,배너,긴급성강조형,모노톤,14,269,0,3161,194,6.14,70,2,2460818,11,9.3,C
2025-09-08,캠페인_C,Instagram,동영상,유머형,비비드,7,212,79,47836,2679,5.6,1899,111,2460140,59,9.7,B
2025-09-08,캠페인_G,TikTok,이미지,유머형,파스텔,16,207,0,194820,15318,7.86,12324,1343,2475712,1227,4.4,A
2025-09-09,캠페인_D,Instagram,릴스,유머형,모노톤,3,175,17,17765,316,1.78,205,24,2884151,36,3.7,B
2025-09-09,캠페인_B,KakaoTalk,배너,유머형,어두움,5,234,0,231860,14176,6.11,3213,250,2597823,1045,7.2,C
2025-09-10,캠페인_T,KakaoTalk,카드뉴스,긴급성강조형,비비드,12,65,0,79921,4369,5.47,5374,512,527007,256,7.7,C
2025-09-10,캠페인_M,Facebook,배너,긴급성강조형,파스텔,3,263,0,29377,158,0.54,1116,142,1679166,10,7.5,B
2025-09-10,캠페인_S,Naver,이미지,감성소구형,밝음,12,261,0,223792,17382,7.77,15006,1011,3544749,1107,9.6,B
2025-09-11,캠페인_G,YouTube,이미지,혜택강조형,모노톤,9,206,0,65065,3462,5.32,1414,113,1776550,245,5.1,A
2025-09-11,캠페인_C,Instagram,배너,유머형,비비드,18,209,0,89639,4369,4.87,3122,164,1100558,90,4.4,A
2025-09-11,캠페인_H,YouTube,동영상,유머형,어두움,18,205,89,36265,394,1.09,1343,53,1365306,33,5.5,B
2025-09-11,캠페인_J,KakaoTalk,카드뉴스,정보제공형,밝음,19,71,0,216232,8617,3.99,4054,232,2658059,334,6.9,B
2025-09-12,캠페인_Q,YouTube,동영상,정보제공형,비비드,9,204,6,199693,1597,0.8,1156,72,2983653,83,4.9,A
2025-09-12,캠페인_T,Instagram,스토리,감성소구형,파스텔,16,74,0,77402,1851,2.39,1818,231,3258122,211,7.7,C
2025-09-13,캠페인_K,Facebook,릴스,감성소구형,모노톤,16,219,62,238819,9784,4.1,10357,1084,2912836,456,8.0,A
2025-09-13,캠페인_K,TikTok,스토리,혜택강조형,어두움,13,38,0,71865,4912,6.84,525,21,836886,127,8.6,C
2025-09-13,캠페인_M,TikTok,배너,감성소구형,밝음,13,238,0,163608,9396,5.74,11165,1314,2004989,257,8.6,A
2025-09-13,캠페인_D,Naver,릴스,정보제공형,밝음,14,203,61,37494,659,1.76,1063,59,1283797,72,2.9,A
2025-09-13,캠페인_J,TikTok,이미지,혜택강조형,비비드,11,249,0,22724,830,3.65,1559,187,1452792,66,1.5,B
2025-09-13,캠페인_L,YouTube,동영상,정보제공형,어두움,9,153,18,143971,9183,6.38,9026,728,2505052,418,6.0,A
2025-09-14,캠페인_T,KakaoTalk,동영상,유머형,밝음,10,11,74,122193,8012,6.56,6376,734,1216754,425,7.9,B
2025-09-14,캠페인_M,YouTube,카드뉴스,혜택강조형,밝음,14,141,0,55690,1031,1.85,3298,220,959573,101,5.6,B
2025-09-14,캠페인_L,Instagram,스토리,긴급성강조형,밝음,18,181,0,236100,11334,4.8,5632,331,1322578,218,7.1,C
2025-09-14,캠페인_P,YouTube,이미지,긴급성강조형,밝음,13,219,0,111816,6772,6.06,5550,280,2276799,632,8.3,B
2025-09-14,캠페인_K,Facebook,배너,혜택강조형,밝음,11,212,0,149070,8978,6.02,5080,154,2953915,230,8.0,B
2025-09-14,캠페인_B,YouTube,카드뉴스,정보제공형,파스텔,0,60,0,140475,3631,2.58,2857,144,2984088,241,5.8,C
2025-09-15,캠페인_K,Instagram,스토리,유머형,파스텔,1,60,0,172669,6195,3.59,6230,430,1824626,180,3.5,B
2025-09-15,캠페인_R,Instagram,이미지,유머형,밝음,17,156,0,181151,5435,3.0,4073,420,3543852,352,5.3,B
2025-09-16,캠페인_H,TikTok,릴스,혜택강조형,파스텔,5,120,41,228526,9605,4.2,9004,343,252564,911,5.8,C
2025-09-16,캠페인_B,KakaoTalk,배너,유머형,비비드,17,154,0,245603,4739,1.93,16906,665,770036,103,2.1,C
2025-09-16,캠페인_P,Facebook,배너,유머형,어두움,15,207,0,188450,14900,7.91,9332,1096,312416,1309,5.0,C
2025-09-17,캠페인_S,Naver,카드뉴스,정보제공형,모노톤,8,20,0,225425,2870,1.27,7831,952,2312314,241,6.5,A
2025-09-17,캠페인_L,YouTube,동영상,긴급성강조형,밝음,13,196,59,185795,10246,5.51,1290,37,1359670,431,8.3,B
2025-09-17,캠페인_T,KakaoTalk,카드뉴스,혜택강조형,파스텔,8,127,0,77931,3467,4.45,3922,449,1693818,352,1.0,A
2025-09-17,캠페인_O,Facebook,동영상,감성소구형,밝음,10,70,15,76121,797,1.05,2443,263,2105691,10,1.6,A
2025-09-17,캠페인_L,Naver,동영상,유머형,모노톤,6,230,40,205006,2010,0.98,3822,102,259280,80,3.3,B
2025-09-18,캠페인_E,Instagram,이미지,유머형,비비드,4,119,0,248795,3194,1.28,5546,715,1529013,117,1.6,B
2025-09-18,캠페인_R,Facebook,카드뉴스,감성소구형,비비드,16,265,0,235127,3221,1.37,10083,287,853461,81,2.7,C
2025-09-18,캠페인_T,Instagram,이미지,긴급성강조형,파스텔,14,255,0,70337,1669,2.37,4143,463,1980705,20,2.1,C
2025-09-18,캠페인_O,TikTok,카드뉴스,유머형,밝음,12,161,0,183587,7391,4.03,9290,987,3589969,809,5.2,A
2025-09-18,캠페인_K,KakaoTalk,스토리,유머형,파스텔,7,54,0,121836,6551,5.38,7430,930,976704,621,3.3,C
2025-09-19,캠페인_D,KakaoTalk,이미지,혜택강조형,어두움,5,282,0,174578,5514,3.16,11265,1118,3563178,132,4.7,B
2025-09-19,캠페인_E,YouTube,이미지,정보제공형,어두움,16,206,0,205810,15228,7.4,6928,798,610938,556,6.3,A
2025-09-19,캠페인_C,Naver,카드뉴스,혜택강조형,파스텔,9,256,0,39958,3193,7.99,1289,145,3598825,239,4.5,B
2025-09-19,캠페인_F,Naver,배너,유머형,모노톤,9,163,0,60618,1346,2.22,3213,107,3656833,79,3.8,C
2025-09-19,캠페인_O,Naver,스토리,유머형,파스텔,15,232,0,7025,124,1.77,251,7,3634524,2,6.3,B
2025-09-20,캠페인_P,Facebook,배너,혜택강조형,비비드,16,213,0,136909,1894,1.38,4652,147,1826696,104,6.0,C
2025-09-20,캠페인_H,Naver,배너,유머형,파스텔,7,87,0,53380,1888,3.54,1798,224,3535584,84,3.2,C
2025-09-20,캠페인_C,TikTok,스토리,정보제공형,비비드,7,289,0,62135,639,1.03,3427,134,1824126,69,8.6,A
2025-09-20,캠페인_Q,YouTube,릴스,감성소구형,비비드,16,237,33,99254,5830,5.87,6256,641,2575323,248,7.7,C
2025-09-21,캠페인_H,KakaoTalk,릴스,유머형,모노톤,10,224,87,204279,15210,7.45,7426,371,330893,277,6.8,B
2025-09-21,캠페인_S,TikTok,릴스,정보제공형,파스텔,8,117,12,89258,2336,2.62,4589,357,3673357,141,2.3,C
2025-09-21,캠페인_I,Instagram,릴스,혜택강조형,모노톤,0,138,67,150575,4003,2.66,6430,789,2333258,325,6.7,B
