날짜,플랫폼,캠페인명,광고목표,광고형식,업종,지역,연령대,성별,광고비(원),노출수,도달수,클릭수,CTR(%),CPC(원),CPM(원),전환수,전환가치(원),ROAS(%),좋아요,댓글,공유,저장
2026-04-04,Instagram,캠페인_R,동영상조회,이미지,패션/의류,광주,25-34,전체,5624333,4011990,3098103,118932,2.96,47,1402,7009,1175199030,20894.9,117309,6382,7548,9555
2026-04-04,TikTok,캠페인_E,인지도,이미지,금융,부산,35-44,남성,2257538,4276160,3328961,115581,2.7,20,528,1157,170883115,7569.4,100851,3914,2145,12601
2026-04-05,YouTube,캠페인_M,전환,이미지,전자기기,서울,18-24,남성,2424776,4650737,3836816,56363,1.21,43,521,1297,222780502,9187.7,128729,16736,6353,23683
2026-04-05,Instagram,캠페인_N,리드수집,스토리,패션/의류,대전,18-24,남성,2136912,3499166,2281902,145858,4.17,15,611,7588,810352872,37921.7,47303,6937,1869,9812
2026-04-05,YouTube,캠페인_A,동영상조회,동영상,게임,인천,35-44,전체,189371,240180,163025,2264,0.94,84,788,35,4411785,2329.7,12883,1328,1069,1194
2026-04-05,Instagram,캠페인_J,앱설치,배너,교육,대전,25-34,남성,4239684,2466353,2077377,104085,4.22,41,1719,5567,120263901,2836.6,127904,16791,5627,26527
2026-04-05,KakaoTalk,캠페인_T,앱설치,릴스,여행,경기,45-54,전체,172048,114186,90866,1998,1.75,86,1507,57,4143102,2408.1,7050,339,414,1390
2026-04-05,Facebook,캠페인_M,트래픽,카드뉴스,게임,대구,35-44,전체,1954913,1997118,1614273,39059,1.96,50,979,718,59767756,3057.3,107036,4611,6988,7853
2026-04-05,TikTok,캠페인_C,전환,이미지,전자기기,서울,45-54,여성,5795752,12281881,10670726,445251,3.63,13,472,16884,1855264572,32010.8,456421,22162,38831,86821
2026-04-06,YouTube,캠페인_H,리드수집,이미지,패션/의류,제주,35-44,남성,5044303,4354942,3852967,54530,1.25,93,1158,630,104663160,2074.9,192073,11879,8965,19422
2026-04-06,Naver,캠페인_N,전환,배너,뷰티/화장품,서울,25-34,여성,63395,67761,55617,1181,1.74,54,936,69,3381345,5333.8,2218,144,53,394
2026-04-06,Instagram,캠페인_E,앱설치,스토리,여행,경기,18-24,여성,3017994,5541235,4586965,207914,3.75,15,545,5556,362023404,11995.5,395304,43628,15868,35024
2026-04-06,KakaoTalk,캠페인_H,트래픽,카드뉴스,패션/의류,경기,45-54,여성,400027,658835,575202,16236,2.46,25,607,754,49457876,12363.6,42695,3920,4076,7607
2026-04-06,KakaoTalk,캠페인_R,전환,릴스,식품/음료,서울,25-34,남성,1255575,2380906,1859204,58259,2.45,22,527,3290,186773300,14875.5,97741,9935,2752,18560
2026-04-06,Facebook,캠페인_A,트래픽,동영상,패션/의류,대구,35-44,전체,5557352,10088471,6182083,127926,1.27,43,551,4837,860207243,15478.7,119642,5649,9446,22212
2026-04-07,Naver,캠페인_A,앱설치,이미지,금융,대구,45-54,여성,2769382,6008454,4768943,106980,1.78,26,461,3125,276812500,9995.5,365930,45953,31235,79046
2026-04-07,TikTok,캠페인_N,동영상조회,동영상,식품/음료,대전,18-24,남성,1763795,3612870,2675633,205206,5.68,9,488,5206,798730550,45284.8,195156,23745,12730,16365
2026-04-07,KakaoTalk,캠페인_N,인지도,이미지,금융,광주,18-24,전체,3677461,2817210,1739511,38470,1.37,96,1305,965,6522435,177.4,144408,7618,6205,11166
2026-04-07,KakaoTalk,캠페인_J,리드수집,동영상,금융,서울,55+,남성,1795659,2382464,1893074,43068,1.81,42,754,1490,163938740,9129.7,70319,2500,3083,6650
2026-04-07,Naver,캠페인_A,트래픽,동영상,게임,서울,45-54,전체,5239070,9233000,6433263,233099,2.52,22,567,14467,2058350293,39288.5,276036,25800,20070,40325
2026-04-07,YouTube,캠페인_R,트래픽,스토리,뷰티/화장품,광주,25-34,남성,140978,218677,140945,1971,0.9,72,645,20,2085980,1479.6,9464,803,286,1141
2026-04-07,Instagram,캠페인_J,앱설치,카드뉴스,뷰티/화장품,부산,45-54,남성,900977,1309439,848418,32842,2.51,27,688,1979,99628797,11057.9,12817,698,1279,1113
2026-04-07,KakaoTalk,캠페인_I,동영상조회,동영상,게임,제주,45-54,남성,5017515,10396725,6439701,125303,1.21,40,483,2685,300902580,5997.0,189489,20790,18711,36764
2026-04-08,Instagram,캠페인_L,전환,이미지,전자기기,제주,45-54,남성,410864,275889,193101,4244,1.54,97,1489,227,2822745,687.0,16896,2310,1074,2905
2026-04-08,Facebook,캠페인_P,리드수집,릴스,여행,인천,35-44,여성,4930814,8968180,8334626,222356,2.48,22,550,11789,1331343559,27000.5,458897,54838,26103,74368
2026-04-08,Instagram,캠페인_K,트래픽,배너,여행,대구,55+,여성,4443246,3917959,3368129,55398,1.41,80,1134,991,71190467,1602.2,294429,12373,23160,52239
2026-04-08,Naver,캠페인_B,트래픽,릴스,식품/음료,광주,25-34,남성,2445254,1925707,1751338,45330,2.35,54,1270,1603,264220887,10805.5,53565,4517,3870,8873
2026-04-09,YouTube,캠페인_T,동영상조회,스토리,식품/음료,대구,25-34,여성,1511166,2126155,1312104,23211,1.09,65,711,227,17755713,1175.0,116640,10080,2806,18165
2026-04-09,Facebook,캠페인_E,동영상조회,카드뉴스,뷰티/화장품,제주,18-24,전체,5286581,11430319,7728796,301206,2.64,18,463,12397,426493991,8067.5,282746,12437,11733,16416
2026-04-09,Instagram,캠페인_L,동영상조회,이미지,전자기기,대구,25-34,여성,362182,559838,339725,17560,3.14,21,647,346,56227768,15524.7,29404,1308,1469,4416
2026-04-10,Naver,캠페인_S,인지도,배너,금융,경기,18-24,남성,1560195,1629903,1082852,35777,2.2,44,957,1834,316841840,20307.8,36132,2570,1591,2690
2026-04-10,KakaoTalk,캠페인_N,인지도,카드뉴스,전자기기,서울,35-44,전체,3213395,3513466,3273508,116332,3.31,28,915,3668,59832416,1862.0,257008,11527,23499,36930
2026-04-10,Facebook,캠페인_S,리드수집,카드뉴스,게임,부산,55+,전체,3265336,5712827,4919182,52666,0.92,62,572,724,112837572,3455.6,159759,11770,10960,10437
2026-04-10,TikTok,캠페인_R,앱설치,이미지,게임,제주,55+,전체,5534725,10593910,7558074,332470,3.14,17,522,8272,807843520,14595.9,344384,10743,23789,19207
2026-04-10,YouTube,캠페인_N,전환,동영상,뷰티/화장품,부산,35-44,여성,2883034,1759963,1435309,14125,0.8,204,1638,85,3782755,131.2,127260,19036,3221,18542
2026-04-11,Instagram,캠페인_H,동영상조회,스토리,여행,서울,25-34,여성,2589718,1867550,1612957,72108,3.86,36,1387,4459,363979252,14054.8,49976,3004,4150,6088
2026-04-11,KakaoTalk,캠페인_E,인지도,배너,여행,인천,25-34,여성,4520753,8789002,5378834,261448,2.97,17,514,7910,748744780,16562.4,171480,16479,5219,20721
2026-04-11,Naver,캠페인_F,리드수집,동영상,여행,부산,55+,여성,1723111,2120734,1285145,52911,2.49,33,813,4457,251967581,14622.8,82379,10416,4351,4827
2026-04-11,TikTok,캠페인_Q,동영상조회,카드뉴스,금융,제주,35-44,전체,5309794,3402219,2601998,192804,5.67,28,1561,8867,103016806,1940.1,154946,11395,10784,27650
2026-04-11,Instagram,캠페인_S,트래픽,이미지,뷰티/화장품,경기,18-24,여성,4900460,2497548,1614560,87501,3.5,56,1962,4647,210044400,4286.2,66451,4480,2771,13785
2026-04-11,Naver,캠페인_N,앱설치,스토리,식품/음료,대구,35-44,전체,1871659,2231746,1647112,44804,2.01,42,839,1874,125458678,6703.1,25679,1598,2540,4628
2026-04-11,TikTok,캠페인_B,동영상조회,이미지,게임,부산,35-44,남성,4436606,8289980,5929986,403668,4.87,11,535,5851,372012431,8385.1,430478,15515,36353,48370
2026-04-11,Instagram,캠페인_P,트래픽,스토리,게임,부산,55+,남성,4426897,8437956,5129412,165604,1.96,27,525,9141,415741821,9391.3,371844,13340,21299,38758
2026-04-11,Naver,캠페인_P,리드수집,카드뉴스,여행,제주,45-54,여성,4554074,8652896,5472626,104638,1.21,44,526,7776,1044814464,22942.4,254998,23845,6614,15432
2026-04-12,KakaoTalk,캠페인_G,전환,릴스,식품/음료,대전,18-24,남성,5881796,6395002,4693093,110985,1.74,53,920,7332,659124804,11206.2,57026,5102,1577,11562
2026-04-12,TikTok,캠페인_A,동영상조회,이미지,여행,대전,18-24,전체,4920631,6236443,5635241,368390,5.91,13,789,6381,654097167,13293.0,456491,38844,32217,32943
2026-04-12,YouTube,캠페인_T,앱설치,배너,전자기기,부산,18-24,남성,1101564,964415,764153,7043,0.73,156,1142,169,19624787,1781.5,50778,7135,2428,7325
2026-04-12,Facebook,캠페인_C,트래픽,릴스,게임,경기,45-54,남성,5170710,6653744,5586315,172797,2.6,30,777,4877,191319833,3700.1,216647,24301,6428,12236
2026-04-12,Instagram,캠페인_A,앱설치,이미지,전자기기,인천,18-24,남성,3204621,3814243,2858939,164224,4.31,20,840,2744,244622112,7633.4,80284,4390,5753,14687
2026-04-12,TikTok,캠페인_H,리드수집,카드뉴스,금융,대전,35-44,남성,5233950,5412910,3941367,283231,5.23,18,967,3353,255666250,4884.8,180115,24795,5511,32096
2026-04-12,Facebook,캠페인_L,리드수집,배너,뷰티/화장품,인천,25-34,전체,1594578,1788404,1543441,33151,1.85,48,892,1020,99330660,6229.3,36519,2721,3162,5592
2026-04-12,YouTube,캠페인_T,리드수집,스토리,패션/의류,인천,25-34,전체,1796652,1147513,897729,19059,1.66,94,1566,286,47464274,2641.8,28298,1322,1385,5810
2026-04-13,Naver,캠페인_J,전환,스토리,게임,제주,25-34,여성,3265245,2201599,1504261,60237,2.74,54,1483,2233,339159205,10386.9,38398,5731,1422,7565
2026-04-14,KakaoTalk,캠페인_L,전환,동영상,교육,서울,55+,전체,1248175,1611060,1497778,22647,1.41,55,775,1577,279324548,22378.6,19188,1042,708,1483
2026-04-14,KakaoTalk,캠페인_O,전환,릴스,패션/의류,광주,25-34,전체,3047798,1993273,1331051,50855,2.55,60,1529,1582,41660388,1366.9,69181,5663,3341,11228
2026-04-14,KakaoTalk,캠페인_T,동영상조회,동영상,교육,대전,45-54,여성,3935868,2214667,1842926,35221,1.59,112,1777,768,113721600,2889.4,108317,13242,5115,10960
2026-04-14,KakaoTalk,캠페인_H,리드수집,카드뉴스,전자기기,광주,35-44,여성,1919869,2081113,1749674,70371,3.38,27,923,1097,140763749,7331.9,20011,2681,671,1473
2026-04-14,TikTok,캠페인_M,전환,배너,뷰티/화장품,경기,45-54,여성,360171,756341,596034,36874,4.88,10,476,1529,116005230,32208.4,14047,1350,289,1494
2026-04-14,Naver,캠페인_A,전환,스토리,여행,제주,35-44,전체,5322345,9459378,6028547,189936,2.01,28,563,11164,1895368100,35611.5,219841,30910,5134,40082
2026-04-15,Instagram,캠페인_R,전환,배너,전자기기,대구,35-44,전체,4615474,2345828,2082920,31837,1.36,145,1968,515,21393615,463.5,125930,18821,6071,19719
2026-04-15,Facebook,캠페인_D,앱설치,스토리,게임,제주,55+,남성,439089,678484,541782,14053,2.07,31,647,694,113698020,25894.1,29823,3596,1179,6472
2026-04-15,KakaoTalk,캠페인_G,앱설치,카드뉴스,식품/음료,서울,35-44,전체,1069704,839295,648127,16626,1.98,64,1275,426,54149712,5062.1,6965,762,299,941
2026-04-15,TikTok,캠페인_M,인지도,동영상,게임,제주,25-34,전체,2541787,4168102,3091799,280509,6.73,9,610,7523,88899291,3497.5,252371,12928,9959,32674
2026-04-15,KakaoTalk,캠페인_P,전환,카드뉴스,패션/의류,광주,45-54,남성,841087,1165037,899379,34037,2.92,25,722,833,125538931,14925.8,45443,2372,2601,7415
2026-04-16,YouTube,캠페인_A,인지도,이미지,금융,대전,45-54,전체,3466918,3299741,2948231,26674,0.81,130,1051,200,16047000,462.9,131572,14414,8064,28453
2026-04-16,Facebook,캠페인_G,리드수집,카드뉴스,뷰티/화장품,대구,25-34,여성,594258,429040,365108,8394,1.96,71,1385,356,56269716,9468.9,7525,509,502,447
2026-04-16,Instagram,캠페인_N,인지도,릴스,금융,서울,25-34,여성,5026723,4571882,3605799,73501,1.61,68,1099,1778,25336500,504.0,310004,26280,22667,65593
2026-04-16,Naver,캠페인_P,인지도,동영상,여행,부산,45-54,남성,3621253,7026750,5203831,112118,1.6,32,515,1988,106717828,2947.0,259779,30640,21216,19307
2026-04-16,Facebook,캠페인_J,동영상조회,동영상,게임,대구,18-24,남성,360125,353191,266132,3976,1.13,91,1020,209,27337827,7591.2,21256,2747,1640,3150
2026-04-16,KakaoTalk,캠페인_C,리드수집,스토리,게임,대전,55+,여성,2892194,4988306,3539030,108352,2.17,27,580,3684,86802408,3001.3,274069,27358,17126,38337
2026-04-17,Naver,캠페인_C,앱설치,이미지,교육,제주,45-54,전체,4324931,3712985,2230823,78445,2.11,55,1165,1449,35765667,827.0,162031,21345,14732,11768
2026-04-17,YouTube,캠페인_L,앱설치,릴스,뷰티/화장품,부산,35-44,남성,928659,505575,384151,10004,1.98,93,1837,232,37743616,4064.3,24130,3574,2228,4169
2026-04-17,Naver,캠페인_I,인지도,스토리,전자기기,대구,55+,남성,259815,480029,362632,7336,1.53,35,541,158,6641688,2556.3,5009,730,257,801
2026-04-17,KakaoTalk,캠페인_S,인지도,스토리,교육,제주,35-44,전체,5771212,10083598,8599010,379472,3.76,15,572,11698,551525606,9556.5,134199,17614,5566,22910
2026-04-17,TikTok,캠페인_Q,앱설치,릴스,교육,광주,25-34,전체,4328357,5870628,5545634,151805,2.59,29,737,5293,254259841,5874.3,350990,32414,31660,72885
2026-04-17,Naver,캠페인_D,리드수집,이미지,교육,경기,45-54,남성,1457144,977942,627396,27469,2.81,53,1490,822,33184962,2277.4,56142,2591,4097,10226
2026-04-17,Instagram,캠페인_O,앱설치,배너,게임,경기,25-34,전체,5314548,9297840,7669871,161052,1.73,33,572,6848,1228120320,23108.7,331982,35539,28056,64599
2026-04-17,Naver,캠페인_F,동영상조회,동영상,여행,서울,18-24,남성,1155773,1890382,1584521,39620,2.1,29,611,2863,230895224,19977.6,65450,6454,4783,10121
2026-04-17,Facebook,캠페인_J,앱설치,카드뉴스,여행,인천,55+,여성,680101,807067,613285,6656,0.82,102,843,306,6679674,982.2,54366,4635,5142,10419
2026-04-17,Facebook,캠페인_Q,인지도,배너,전자기기,경기,45-54,전체,1185731,2158560,1581561,48067,2.23,25,549,999,132100767,11140.9,57464,2498,4954,7178
2026-04-17,Instagram,캠페인_D,리드수집,배너,게임,인천,18-24,남성,431346,423947,264697,12779,3.01,34,1017,382,30075242,6972.4,13089,1855,962,1409
2026-04-18,Facebook,캠페인_S,앱설치,스토리,전자기기,대전,45-54,여성,407828,397171,352350,10501,2.64,39,1027,373,55399825,13584.1,28419,3204,2394,2836
2026-04-18,Facebook,캠페인_L,전환,이미지,뷰티/화장품,경기,25-34,남성,4101555,8010794,5268513,110799,1.38,37,512,4604,565361992,13784.1,264037,20931,13294,43488
2026-04-18,YouTube,캠페인_N,동영상조회,배너,뷰티/화장품,인천,25-34,남성,5680210,11117533,8007690,127586,1.15,45,511,819,70691985,1244.5,621185,51525,36884,88748
2026-04-19,Instagram,캠페인_H,앱설치,스토리,교육,광주,35-44,전체,363327,274218,192790,8240,3.0,44,1325,386,17419794,4794.5,8646,682,367,1212
2026-04-19,Naver,캠페인_D,동영상조회,스토리,뷰티/화장품,대구,25-34,여성,3043224,4228016,2879036,56915,1.35,53,720,4297,536669518,17634.9,85832,5592,6035,13590
2026-04-19,Instagram,캠페인_K,리드수집,동영상,게임,대전,25-34,남성,5983537,3762226,3084318,137286,3.65,44,1590,4477,687273224,11486.1,45247,1443,3191,6741
2026-04-19,TikTok,캠페인_R,트래픽,카드뉴스,패션/의류,인천,18-24,여성,1831921,3543153,2545364,148878,4.2,12,517,4266,220513806,12037.3,163102,18452,7177,19630
2026-04-20,Naver,캠페인_D,트래픽,카드뉴스,금융,인천,25-34,여성,2711264,4398603,3034782,80795,1.84,34,616,4642,240372044,8865.7,143641,9831,10503,7937
2026-04-20,Facebook,캠페인_E,리드수집,릴스,패션/의류,부산,45-54,여성,670222,874832,630167,18482,2.11,36,766,395,20485885,3056.6,42383,4001,2712,7951
2026-04-20,Instagram,캠페인_B,동영상조회,스토리,뷰티/화장품,경기,45-54,남성,1343092,1028162,708301,44713,4.35,30,1306,1793,199028379,14818.7,53517,5433,3733,11041
2026-04-20,Instagram,캠페인_S,리드수집,배너,여행,인천,45-54,전체,4645653,8339731,6861988,154123,1.85,30,557,5446,363841814,7831.9,340205,45468,19076,72765
2026-04-20,YouTube,캠페인_Q,동영상조회,이미지,전자기기,대전,45-54,전체,4628988,9128952,6267418,53868,0.59,86,507,433,12809006,276.7,68206,7752,3655,13577
2026-04-21,KakaoTalk,캠페인_L,리드수집,배너,패션/의류,경기,35-44,여성,456997,324964,239159,6809,2.1,67,1406,367,35837917,7842.0,4660,385,454,909
2026-04-21,Facebook,캠페인_S,동영상조회,동영상,식품/음료,경기,45-54,여성,2830201,3478058,2633984,86787,2.5,33,814,2008,349122928,12335.6,175925,11481,11184,37508
2026-04-21,Facebook,캠페인_C,동영상조회,동영상,게임,제주,18-24,남성,5244401,11204882,7870189,273907,2.44,19,468,15280,1411826160,26920.6,363165,26173,13251,68200
2026-04-21,Naver,캠페인_F,동영상조회,릴스,금융,대전,45-54,전체,2436289,5111465,3462266,69810,1.37,35,477,4857,868033326,35629.3,158211,8657,7445,10870
2026-04-21,TikTok,캠페인_A,앱설치,스토리,전자기기,제주,18-24,전체,2778142,2977555,2212098,143303,4.81,19,933,4946,535364932,19270.6,122301,18285,5289,13655
2026-04-21,Naver,캠페인_T,리드수집,카드뉴스,금융,광주,25-34,남성,2430203,1653073,1143505,22135,1.34,110,1470,675,25951050,1067.9,29958,1174,1061,4195
2026-04-22,TikTok,캠페인_H,앱설치,스토리,교육,경기,55+,여성,3765302,3771465,2267685,74303,1.97,51,998,686,28016240,744.1,83567,12464,7429,5738
2026-04-22,Instagram,캠페인_M,트래픽,배너,패션/의류,경기,18-24,여성,3166041,3418362,2140470,142911,4.18,22,926,8163,636069123,20090.4,161177,20310,15679,16143
2026-04-22,Instagram,캠페인_G,앱설치,동영상,패션/의류,서울,25-34,여성,3842122,7500747,6795026,254586,3.39,15,512,14228,634298468,16509.1,517287,37824,32700,100790
2026-04-22,YouTube,캠페인_Q,인지도,동영상,식품/음료,대구,35-44,남성,4826026,8649997,6056825,60950,0.7,79,558,1235,80228070,1662.4,302577,39797,8602,46605
2026-04-22,Naver,캠페인_E,앱설치,스토리,패션/의류,인천,55+,전체,4910200,8634044,5960821,215373,2.49,23,569,7142,1074835290,21889.8,351420,48761,15289,75604
2026-04-22,Facebook,캠페인_H,전환,스토리,금융,대구,35-44,남성,1048491,1133862,887144,17187,1.52,61,925,659,45870354,4374.9,43127,4086,4168,4291
2026-04-22,Naver,캠페인_M,트래픽,카드뉴스,여행,인천,45-54,여성,3623832,3714101,3517808,49375,1.33,73,976,2718,92311434,2547.3,224217,29632,6113,42689
2026-04-22,Facebook,캠페인_I,리드수집,스토리,여행,부산,18-24,여성,1728079,2403429,1597479,29634,1.23,58,719,1301,171495218,9924.0,39702,2845,3871,3449
2026-04-23,Naver,캠페인_T,리드수집,배너,식품/음료,대구,35-44,여성,1363339,1550333,1463655,35620,2.3,38,879,687,31270866,2293.7,103848,4953,8498,14055
2026-04-23,TikTok,캠페인_K,앱설치,배너,식품/음료,부산,18-24,남성,3634454,4905491,3096968,101488,2.07,36,741,2994,247262484,6803.3,249861,31513,5954,23722
2026-04-23,Facebook,캠페인_R,전환,스토리,전자기기,경기,18-24,남성,1426148,990799,933374,22878,2.31,62,1439,756,47702088,3344.8,10076,951,209,1327
2026-04-23,TikTok,캠페인_S,전환,스토리,게임,서울,45-54,남성,4189038,2313980,1511509,97991,4.23,43,1810,1720,63889400,1525.2,61664,5983,2437,10425
2026-04-23,YouTube,캠페인_S,트래픽,동영상,여행,인천,45-54,전체,201612,394199,288890,6020,1.53,33,511,153,15231456,7554.8,5303,726,226,752
2026-04-23,TikTok,캠페인_N,동영상조회,배너,여행,서울,45-54,전체,3380937,6054426,4295049,314141,5.19,11,558,4999,584198137,17279.2,367797,41751,31580,18547
2026-04-23,YouTube,캠페인_J,전환,스토리,여행,제주,35-44,남성,4103527,7389607,6510201,142922,1.93,29,555,3275,163841700,3992.7,142622,16951,10405,19401
2026-04-23,Naver,캠페인_A,동영상조회,스토리,식품/음료,인천,35-44,전체,4919234,4795887,3541706,85967,1.79,57,1026,6376,411787584,8371.0,174933,20310,10879,17817
2026-04-23,Naver,캠페인_M,앱설치,동영상,여행,대전,55+,전체,452020,484752,456084,10451,2.16,43,932,424,30975744,6852.7,15370,1569,1006,1073
2026-04-24,Naver,캠페인_I,트래픽,배너,뷰티/화장품,제주,25-34,여성,1529108,1619145,993309,17654,1.09,87,944,592,16618032,1086.8,47115,5029,1733,5908
2026-04-24,Naver,캠페인_H,인지도,동영상,뷰티/화장품,부산,25-34,전체,1407500,1843040,1373170,40580,2.2,35,764,2284,193982404,13782.1,69241,4225,6368,5869
2026-04-24,Facebook,캠페인_I,앱설치,배너,식품/음료,서울,45-54,여성,1264682,967932,596196,13417,1.39,94,1307,178,2695454,213.1,46367,5005,944,6945
2026-04-24,KakaoTalk,캠페인_S,인지도,카드뉴스,금융,인천,25-34,여성,1383371,1165364,877964,32984,2.83,42,1187,2274,182395266,13184.8,35823,5124,3433,3260
2026-04-25,Naver,캠페인_G,전환,이미지,여행,제주,35-44,전체,3152489,3741732,2905737,76068,2.03,41,843,2175,186436650,5914.0,35208,1544,1387,4815
2026-04-25,Instagram,캠페인_K,전환,카드뉴스,게임,인천,55+,여성,5177140,9137428,6292476,395707,4.33,13,567,15221,194859242,3763.8,384300,30965,28607,78545
2026-04-25,TikTok,캠페인_A,앱설치,배너,전자기기,서울,55+,여성,677320,1097275,817092,41970,3.82,16,617,1165,122502080,18086.3,12483,1226,408,1980
2026-04-25,KakaoTalk,캠페인_M,전환,이미지,패션/의류,광주,25-34,여성,4227365,6167423,5470407,132955,2.16,32,685,8347,1259987997,29805.5,206097,12316,7985,37568
2026-04-25,Instagram,캠페인_P,리드수집,릴스,패션/의류,인천,35-44,여성,688587,1418505,1050380,48208,3.4,14,485,1202,179123242,26013.2,51450,2570,3919,8434
2026-04-25,Instagram,캠페인_K,리드수집,배너,뷰티/화장품,제주,18-24,남성,5471719,2955016,2688851,64723,2.19,85,1852,3655,185089200,3382.7,210491,11677,12322,44699
2026-04-25,Instagram,캠페인_E,동영상조회,이미지,뷰티/화장품,광주,45-54,여성,1688562,2449709,1968573,97281,3.97,17,689,2859,322798254,19116.8,137764,5307,8797,23088
2026-04-26,Naver,캠페인_O,리드수집,카드뉴스,식품/음료,대전,45-54,남성,1991609,1454468,1001219,21457,1.48,93,1369,789,73489827,3690.0,33822,1518,989,1979
2026-04-26,TikTok,캠페인_M,전환,동영상,여행,대구,55+,전체,2832559,4562590,3889668,98033,2.15,29,621,3800,597257400,21085.4,311035,9482,23672,48226
2026-04-26,Instagram,캠페인_K,전환,배너,식품/음료,경기,45-54,여성,155849,314649,207035,12138,3.86,13,495,397,69386072,44521.3,5282,415,131,973
2026-04-26,Facebook,캠페인_S,앱설치,동영상,교육,서울,45-54,여성,4430652,7951442,5607119,66872,0.84,66,557,3784,371683400,8388.9,88418,10763,2162,16053
2026-04-26,TikTok,캠페인_M,앱설치,동영상,여행,부산,55+,남성,670610,1036398,935433,40032,3.86,17,647,1610,77400750,11541.8,47350,5800,2400,2568
2026-04-27,Facebook,캠페인_O,인지도,이미지,교육,인천,55+,전체,276518,208980,193038,3390,1.62,82,1323,154,12565322,4544.1,10580,1274,610,1671
2026-04-27,Instagram,캠페인_L,리드수집,카드뉴스,여행,광주,45-54,전체,190804,242925,214911,10699,4.4,18,785,482,3038528,1592.5,12733,486,725,1426
2026-04-27,YouTube,캠페인_C,리드수집,카드뉴스,교육,광주,25-34,전체,1598531,1268724,1094802,7907,0.62,202,1260,136,23102592,1445.2,20578,2484,659,1690
2026-04-27,TikTok,캠페인_G,전환,동영상,게임,경기,45-54,남성,1811852,1054890,725082,47716,4.52,38,1718,605,29382430,1621.7,34305,3224,3013,7179
2026-04-27,YouTube,캠페인_B,리드수집,카드뉴스,식품/음료,광주,25-34,전체,668494,1381917,836854,16289,1.18,41,484,146,17467294,2612.9,45801,5386,2496,7934
2026-04-28,KakaoTalk,캠페인_F,리드수집,배너,금융,경기,18-24,전체,3032522,3961020,2462926,86098,2.17,35,766,1636,251765676,8302.2,198374,27575,11685,22053
2026-04-28,Instagram,캠페인_E,전환,릴스,식품/음료,인천,45-54,여성,5669978,5493590,4473852,247628,4.51,23,1032,6514,621481198,10960.9,202162,28962,10969,29831
2026-04-28,Naver,캠페인_T,앱설치,카드뉴스,식품/음료,경기,35-44,남성,554369,1107581,999948,17108,1.54,32,501,1090,146710730,26464.5,26706,3309,1987,5051
2026-04-28,Facebook,캠페인_G,동영상조회,릴스,뷰티/화장품,서울,55+,남성,3294518,3501155,2333366,30100,0.86,109,941,1569,67856112,2059.7,99099,4070,8754,16179
2026-04-29,Naver,캠페인_C,전환,배너,여행,부산,45-54,여성,3973208,5014887,3094745,116732,2.33,34,792,7573,833060292,20966.9,136940,19092,5139,19433
2026-04-29,YouTube,캠페인_K,동영상조회,이미지,게임,광주,25-34,여성,2284633,4792075,3145895,56556,1.18,40,477,1185,192108645,8408.7,202635,10265,19211,37418
2026-04-29,KakaoTalk,캠페인_P,리드수집,동영상,뷰티/화장품,경기,45-54,여성,5927805,7477837,4918926,158453,2.12,37,793,10395,1466963190,24747.2,103382,9142,9511,11983
2026-04-30,TikTok,캠페인_B,앱설치,스토리,뷰티/화장품,제주,25-34,남성,390114,847183,659202,16158,1.91,24,460,193,16529871,4237.2,35714,4377,3241,2832
2026-04-30,Instagram,캠페인_I,앱설치,이미지,금융,광주,35-44,전체,5430699,10013510,7071283,455489,4.55,12,542,28074,4110454710,75689.2,583581,48967,36450,35768
2026-05-01,Naver,캠페인_Q,리드수집,카드뉴스,게임,경기,35-44,남성,2092293,3464101,2229280,44771,1.29,47,604,1804,181522088,8675.7,142611,4881,9286,18652
2026-05-01,Facebook,캠페인_A,동영상조회,이미지,게임,제주,25-34,전체,3454971,3906113,3687480,59847,1.53,58,885,1354,83774688,2424.8,239163,26267,19797,37009
2026-05-01,TikTok,캠페인_R,인지도,릴스,게임,경기,18-24,여성,720243,1136896,865531,52237,4.59,14,634,1588,35785580,4968.5,74291,4733,2570,11361
2026-05-01,Instagram,캠페인_R,인지도,스토리,뷰티/화장품,인천,35-44,전체,3398738,3889496,3208439,112144,2.88,30,874,6247,844606894,24850.6,244677,34561,21940,38547
2026-05-01,KakaoTalk,캠페인_I,인지도,동영상,금융,대구,45-54,여성,2678004,2184054,1729571,47118,2.16,57,1226,814,22790372,851.0,61880,4386,1873,3370
2026-05-01,YouTube,캠페인_K,인지도,배너,뷰티/화장품,서울,45-54,남성,3029380,2208531,1359265,12855,0.58,236,1372,253,41873018,1382.2,26208,884,1609,2304
2026-05-02,Naver,캠페인_Q,트래픽,이미지,전자기기,광주,18-24,여성,2177137,1625656,1239944,28475,1.75,76,1339,1115,90008375,4134.3,71649,8192,4282,13638
2026-05-02,Facebook,캠페인_L,트래픽,배너,게임,서울,25-34,남성,595612,521539,398411,8218,1.58,72,1142,183,23142729,3885.5,15404,1382,858,1671
2026-05-02,TikTok,캠페인_S,전환,동영상,교육,대구,45-54,전체,1929359,2167655,1662105,45242,2.09,43,890,1531,14345470,743.5,147073,10371,3319,26755
2026-05-02,KakaoTalk,캠페인_C,동영상조회,스토리,금융,광주,25-34,여성,3342520,2801565,1967157,46913,1.67,71,1193,2486,293223700,8772.5,52667,5004,3155,3277
