날짜,플랫폼,캠페인명,연령대,성별,지역,관심사,기기,신규여부,노출수,클릭수,전환수,광고비(원),체류시간(초),페이지뷰,이탈률(%)
2025-12-28,Naver,캠페인_J,25-34,남성,경기,반려동물,모바일,신규,56698,3555,162,665314,82,7492,58.5
2025-12-28,Facebook,캠페인_F,35-44,남성,인천,음식,모바일,재방문,13048,94,9,320808,192,321,73.9
2025-12-28,Facebook,캠페인_A,45-54,남성,광주,패션,PC,신규,24132,340,29,756920,308,1037,41.0
2025-12-29,KakaoTalk,캠페인_I,55+,남성,부산,패션,모바일,재방문,40325,2402,171,1159229,45,7038,53.2
2025-12-29,Instagram,캠페인_J,45-54,여성,서울,패션,PC,재방문,7989,427,14,311916,248,730,66.0
2025-12-30,TikTok,캠페인_L,25-34,여성,대구,자동차,모바일,재방문,22441,146,9,770390,65,349,76.7
2025-12-30,YouTube,캠페인_M,18-24,남성,대구,육아,모바일,신규,26721,716,26,297212,95,1312,77.1
2025-12-30,Instagram,캠페인_B,45-54,여성,광주,여행,모바일,신규,28911,932,81,969466,66,3484,47.2
2025-12-31,KakaoTalk,캠페인_A,35-44,여성,대전,뷰티,모바일,재방문,24210,725,16,874762,168,1178,70.6
2025-12-31,Instagram,캠페인_N,18-24,여성,서울,재테크,모바일,재방문,15253,866,35,1162603,117,2360,44.5
2025-12-31,TikTok,캠페인_C,18-24,남성,제주,여행,PC,신규,10335,133,12,1139021,175,462,43.4
2026-01-01,Instagram,캠페인_H,18-24,여성,서울,게임,모바일,재방문,54087,687,10,1066113,266,3316,57.6
2026-01-01,Facebook,캠페인_R,35-44,남성,부산,자동차,모바일,재방문,27081,1857,63,640058,108,5743,37.5
2026-01-01,Naver,캠페인_C,35-44,남성,인천,뷰티,모바일,신규,29040,617,54,301121,134,1076,62.7
2026-01-01,Instagram,캠페인_F,45-54,남성,제주,육아,모바일,재방문,20820,561,54,1090724,212,1676,18.5
2026-01-01,TikTok,캠페인_A,45-54,남성,경기,반려동물,모바일,신규,22027,162,17,703988,126,299,55.6
2026-01-02,Facebook,캠페인_H,45-54,여성,제주,게임,태블릿,신규,59635,4112,222,187288,182,14167,80.9
2026-01-02,Instagram,캠페인_E,55+,여성,대구,패션,모바일,재방문,8009,483,22,593550,223,2029,50.4
2026-01-03,TikTok,캠페인_N,35-44,여성,서울,음식,PC,재방문,41896,729,32,42867,252,3008,62.6
2026-01-03,KakaoTalk,캠페인_S,55+,여성,광주,뷰티,모바일,신규,42509,2418,102,1095761,35,8540,65.2
2026-01-04,Naver,캠페인_B,35-44,남성,대전,반려동물,모바일,재방문,23571,632,44,94605,124,2818,55.7
2026-01-04,KakaoTalk,캠페인_T,18-24,남성,부산,자동차,모바일,재방문,57674,2241,170,884291,54,2917,41.2
2026-01-04,TikTok,캠페인_K,35-44,여성,경기,게임,태블릿,재방문,52912,3229,219,653666,54,8562,70.2
2026-01-04,TikTok,캠페인_M,25-34,여성,광주,패션,모바일,재방문,8813,137,11,1092236,76,621,24.5
2026-01-04,TikTok,캠페인_Q,18-24,남성,인천,뷰티,PC,신규,8126,564,7,94638,239,2754,33.0
2026-01-04,KakaoTalk,캠페인_E,45-54,여성,제주,뷰티,모바일,신규,18131,995,47,841086,319,2856,71.7
2026-01-05,YouTube,캠페인_N,18-24,남성,광주,육아,PC,신규,4661,104,12,267302,94,514,56.3
2026-01-05,Naver,캠페인_N,45-54,여성,경기,자동차,모바일,재방문,49971,2389,95,1024067,50,3560,76.5
2026-01-05,Instagram,캠페인_I,35-44,남성,부산,육아,모바일,재방문,30685,2059,103,894588,270,6338,51.3
2026-01-06,YouTube,캠페인_S,25-34,여성,대전,뷰티,PC,재방문,21944,895,13,1150608,248,3149,47.5
2026-01-06,TikTok,캠페인_J,25-34,남성,부산,운동/헬스,모바일,재방문,30460,1827,74,735445,201,4420,61.7
2026-01-07,TikTok,캠페인_K,55+,남성,대구,운동/헬스,모바일,재방문,24731,1553,177,819845,118,6263,28.6
2026-01-07,YouTube,캠페인_G,18-24,여성,제주,뷰티,모바일,신규,1324,67,2,96306,154,96,34.4
2026-01-07,KakaoTalk,캠페인_D,18-24,여성,부산,반려동물,모바일,신규,10814,613,11,564107,40,1573,42.5
2026-01-07,Naver,캠페인_S,45-54,여성,대구,여행,모바일,재방문,26120,1609,206,955592,258,5375,68.1
2026-01-08,Facebook,캠페인_L,55+,여성,대구,자동차,모바일,재방문,17647,442,46,173384,46,1285,77.9
2026-01-08,Instagram,캠페인_B,55+,남성,제주,음식,모바일,재방문,41657,2584,143,1060843,317,7954,54.7
2026-01-09,Instagram,캠페인_N,25-34,여성,부산,자동차,모바일,재방문,53256,2429,242,90529,19,9726,49.9
2026-01-09,Facebook,캠페인_A,18-24,남성,인천,음식,모바일,재방문,46728,906,89,552830,294,2172,78.1
2026-01-09,KakaoTalk,캠페인_Q,18-24,여성,제주,반려동물,모바일,재방문,54369,715,70,613385,267,2720,65.8
2026-01-09,Instagram,캠페인_G,25-34,여성,광주,패션,모바일,신규,1314,8,0,1165917,281,24,82.9
2026-01-09,Facebook,캠페인_H,55+,남성,대전,재테크,모바일,재방문,47418,1653,142,165569,11,6952,31.6
2026-01-09,Naver,캠페인_F,45-54,여성,대전,자동차,PC,재방문,31745,923,48,694089,309,4385,37.8
2026-01-10,KakaoTalk,캠페인_M,35-44,여성,부산,재테크,모바일,신규,29194,1221,57,784187,92,2293,79.2
2026-01-10,TikTok,캠페인_O,35-44,여성,대구,음식,PC,신규,1571,19,1,931666,152,77,25.0
2026-01-10,KakaoTalk,캠페인_E,35-44,남성,대구,뷰티,모바일,신규,5366,213,19,1055783,18,775,30.7
2026-01-10,TikTok,캠페인_F,18-24,여성,경기,음식,모바일,재방문,43883,2914,367,993694,109,12656,82.2
2026-01-11,KakaoTalk,캠페인_R,55+,남성,부산,운동/헬스,PC,재방문,6155,406,27,932785,177,1855,23.1
2026-01-11,Facebook,캠페인_A,25-34,여성,서울,음식,모바일,신규,17428,748,96,485903,203,3544,73.3
2026-01-12,TikTok,캠페인_H,55+,남성,대전,운동/헬스,모바일,재방문,32252,456,11,180940,26,2021,48.0
2026-01-12,Facebook,캠페인_T,45-54,남성,제주,뷰티,모바일,신규,10404,223,8,968674,175,1089,62.9
2026-01-12,TikTok,캠페인_P,18-24,여성,인천,게임,PC,재방문,5868,148,16,422896,284,633,68.0
2026-01-12,Instagram,캠페인_M,25-34,남성,광주,반려동물,모바일,재방문,13482,930,97,704189,202,2521,50.3
2026-01-12,TikTok,캠페인_K,35-44,여성,제주,뷰티,모바일,재방문,15743,789,23,255530,315,1786,48.0
2026-01-12,Naver,캠페인_K,55+,남성,대구,여행,모바일,재방문,13748,715,26,337756,9,1525,22.7
2026-01-13,YouTube,캠페인_P,35-44,여성,대전,패션,태블릿,재방문,27828,880,57,122097,92,1764,29.9
2026-01-13,KakaoTalk,캠페인_G,18-24,남성,대구,게임,모바일,신규,5824,263,16,644233,291,454,62.0
2026-01-14,Instagram,캠페인_S,55+,여성,인천,육아,모바일,재방문,30766,1279,64,315337,71,1483,58.4
2026-01-15,KakaoTalk,캠페인_A,25-34,여성,부산,게임,모바일,재방문,8790,463,34,67632,31,1861,58.8
2026-01-15,Facebook,캠페인_M,25-34,남성,대전,운동/헬스,모바일,신규,46843,1082,28,497456,147,4254,21.3
2026-01-15,Naver,캠페인_N,55+,남성,대구,음식,모바일,재방문,7931,429,19,853926,50,473,40.5
2026-01-16,YouTube,캠페인_N,45-54,여성,인천,패션,모바일,재방문,39661,493,56,400098,150,913,68.0
2026-01-16,Naver,캠페인_Q,55+,남성,제주,게임,PC,신규,33959,502,24,572738,316,2139,30.8
2026-01-16,Facebook,캠페인_J,45-54,여성,경기,운동/헬스,모바일,재방문,55755,538,34,890172,113,2553,46.1
2026-01-17,Naver,캠페인_F,35-44,여성,인천,자동차,모바일,재방문,28536,1625,67,555100,290,5021,41.9
2026-01-17,Naver,캠페인_F,35-44,여성,인천,재테크,PC,재방문,43818,1462,44,487992,49,6730,37.6
2026-01-18,Naver,캠페인_J,45-54,남성,인천,게임,모바일,신규,47022,286,10,541825,298,965,28.1
2026-01-18,KakaoTalk,캠페인_R,45-54,여성,대구,자동차,PC,재방문,27304,875,10,179177,311,3868,64.8
2026-01-18,KakaoTalk,캠페인_S,45-54,남성,대구,뷰티,모바일,신규,26481,1591,56,1146782,15,3659,69.4
2026-01-18,Instagram,캠페인_C,55+,여성,경기,패션,모바일,재방문,53197,2088,115,956610,49,2261,68.5
2026-01-18,Instagram,캠페인_D,55+,여성,인천,운동/헬스,모바일,신규,20318,262,6,1007638,67,948,64.0
2026-01-19,YouTube,캠페인_F,55+,남성,부산,반려동물,모바일,재방문,16934,844,15,629147,263,2203,78.3
2026-01-19,YouTube,캠페인_C,55+,여성,부산,반려동물,모바일,신규,7620,470,53,38255,292,1107,72.9
2026-01-20,Facebook,캠페인_K,45-54,남성,대구,게임,PC,신규,16550,954,117,146556,221,1958,26.8
2026-01-20,Facebook,캠페인_R,55+,여성,광주,육아,PC,신규,45930,2086,128,286209,48,6214,32.2
2026-01-20,Naver,캠페인_Q,55+,여성,인천,뷰티,PC,신규,11834,149,4,846361,70,410,31.9
2026-01-20,KakaoTalk,캠페인_Q,45-54,남성,경기,뷰티,PC,재방문,23956,525,55,172115,154,1379,56.6
2026-01-21,Facebook,캠페인_J,45-54,남성,광주,음식,모바일,재방문,53442,1721,165,749819,259,8473,51.5
2026-01-21,Naver,캠페인_Q,18-24,여성,서울,게임,PC,재방문,48055,747,96,1072455,136,2544,39.1
2026-01-21,Naver,캠페인_R,18-24,여성,제주,패션,PC,재방문,51269,2205,267,527508,49,10854,76.2
2026-01-22,Facebook,캠페인_A,45-54,여성,인천,자동차,모바일,재방문,22068,566,59,1176702,273,743,28.3
2026-01-22,Instagram,캠페인_B,45-54,남성,광주,운동/헬스,모바일,신규,24175,1615,190,29346,133,2676,63.8
2026-01-22,Instagram,캠페인_D,35-44,남성,서울,육아,태블릿,신규,26567,1800,63,50736,76,4474,38.4
2026-01-23,KakaoTalk,캠페인_E,45-54,여성,대전,여행,모바일,재방문,35560,2046,239,997413,225,7016,79.1
2026-01-23,Naver,캠페인_B,35-44,여성,부산,패션,모바일,재방문,10344,640,9,707021,283,845,74.0
2026-01-23,KakaoTalk,캠페인_N,25-34,여성,제주,운동/헬스,모바일,재방문,49491,296,17,861392,285,381,37.8
2026-01-23,KakaoTalk,캠페인_B,45-54,남성,인천,재테크,PC,신규,18760,1195,81,275606,224,2053,18.4
2026-01-23,Facebook,캠페인_B,25-34,남성,부산,게임,모바일,재방문,6849,142,17,492978,308,177,58.2
2026-01-23,TikTok,캠페인_S,18-24,남성,인천,자동차,모바일,신규,44723,3083,354,216362,311,13310,41.3
2026-01-23,Naver,캠페인_E,18-24,남성,제주,뷰티,모바일,신규,54696,441,54,468690,122,821,24.0
2026-01-23,Instagram,캠페인_F,18-24,여성,대구,뷰티,모바일,신규,38467,2494,176,1016769,268,6082,35.9
2026-01-24,TikTok,캠페인_A,45-54,남성,광주,음식,모바일,신규,26928,344,3,692172,309,507,25.6
2026-01-24,YouTube,캠페인_P,25-34,남성,제주,여행,PC,신규,21523,1009,101,1066408,78,2767,40.3
2026-01-25,KakaoTalk,캠페인_M,35-44,남성,부산,운동/헬스,모바일,신규,38239,2458,312,909755,229,9574,59.7
2026-01-25,Facebook,캠페인_Q,45-54,남성,대전,게임,모바일,신규,32802,1496,71,736425,59,6301,50.0
2026-01-25,YouTube,캠페인_T,25-34,여성,서울,음식,PC,재방문,35286,2040,205,1146670,222,8288,69.2
2026-01-25,TikTok,캠페인_L,45-54,여성,대전,패션,모바일,재방문,13682,771,65,578839,138,3002,37.4
2026-01-25,KakaoTalk,캠페인_B,35-44,여성,제주,게임,모바일,재방문,45460,2645,242,349531,103,5662,24.1
2026-01-25,TikTok,캠페인_C,45-54,남성,대전,게임,모바일,재방문,49635,2126,223,500784,294,4387,62.4
2026-01-26,YouTube,캠페인_N,55+,남성,제주,음식,모바일,신규,27885,1462,95,870809,102,3173,78.5
2026-01-26,TikTok,캠페인_K,35-44,여성,서울,음식,모바일,재방문,31888,444,16,788124,7,2039,50.9
2026-01-28,Facebook,캠페인_C,55+,남성,부산,여행,PC,재방문,17307,1003,80,305121,114,2863,82.9
2026-01-28,TikTok,캠페인_N,45-54,남성,인천,게임,PC,재방문,49547,2963,136,66802,140,6462,55.0
2026-01-28,Instagram,캠페인_P,35-44,여성,경기,여행,모바일,재방문,12137,374,36,1182063,178,415,79.0
2026-01-29,Naver,캠페인_N,35-44,여성,인천,자동차,모바일,재방문,57516,2186,118,782462,110,2511,41.0
2026-01-29,TikTok,캠페인_I,55+,여성,경기,자동차,PC,재방문,209,10,0,829854,26,42,53.3
2026-01-29,Facebook,캠페인_L,35-44,남성,대구,운동/헬스,모바일,재방문,33336,1797,96,649788,81,7926,76.8
2026-01-29,Naver,캠페인_N,25-34,남성,광주,자동차,모바일,재방문,44960,1578,51,197479,256,4548,53.4
2026-01-29,KakaoTalk,캠페인_R,55+,여성,광주,패션,모바일,신규,30073,747,64,476778,91,992,77.9
2026-01-30,YouTube,캠페인_D,55+,여성,서울,육아,모바일,재방문,32228,1136,64,1169314,226,2937,19.7
2026-01-30,Naver,캠페인_K,25-34,여성,서울,음식,태블릿,신규,29622,486,44,523264,139,2277,23.0
2026-01-30,Instagram,캠페인_N,55+,남성,서울,반려동물,모바일,신규,45645,604,73,928850,165,2102,45.8
2026-01-30,TikTok,캠페인_S,18-24,여성,대전,반려동물,PC,신규,42399,2840,223,946170,280,3212,37.7
2026-01-30,Instagram,캠페인_F,45-54,여성,경기,패션,PC,신규,50848,1564,199,418835,297,2124,63.4
2026-01-31,Naver,캠페인_K,55+,여성,부산,여행,모바일,신규,4948,215,3,555919,282,615,66.5
2026-01-31,YouTube,캠페인_I,25-34,남성,대전,패션,PC,재방문,42189,1518,148,581716,154,6666,42.4
2026-02-01,KakaoTalk,캠페인_R,45-54,여성,대전,육아,모바일,재방문,35937,1524,88,165504,187,6688,36.9
2026-02-01,Naver,캠페인_O,55+,여성,서울,재테크,PC,신규,18051,742,39,790601,275,2066,39.3
2026-02-01,YouTube,캠페인_M,55+,남성,부산,자동차,PC,신규,44847,1152,93,370266,148,5057,30.3
2026-02-01,Naver,캠페인_A,45-54,여성,경기,패션,모바일,재방문,7415,103,3,775115,311,448,22.1
2026-02-01,Facebook,캠페인_M,35-44,남성,광주,패션,모바일,재방문,55345,2154,242,375927,49,2367,63.0
2026-02-01,YouTube,캠페인_O,18-24,남성,인천,자동차,모바일,재방문,41484,2207,220,97989,212,3701,38.3
2026-02-02,TikTok,캠페인_F,18-24,남성,인천,반려동물,모바일,신규,20301,901,95,822903,286,2313,81.2
2026-02-02,Naver,캠페인_C,45-54,남성,인천,운동/헬스,모바일,재방문,6574,51,6,349575,250,176,32.9
2026-02-02,TikTok,캠페인_K,45-54,여성,인천,여행,모바일,재방문,14029,935,79,201177,268,4126,75.0
2026-02-02,TikTok,캠페인_J,25-34,여성,부산,육아,모바일,신규,16050,422,38,823818,205,575,80.7
2026-02-03,Facebook,캠페인_R,35-44,남성,부산,운동/헬스,모바일,신규,22954,293,16,800392,280,1149,36.2
2026-02-03,Naver,캠페인_R,35-44,남성,서울,뷰티,모바일,재방문,39790,1614,146,491126,213,5413,74.6
2026-02-04,TikTok,캠페인_M,55+,남성,광주,게임,태블릿,신규,20861,647,26,1097379,172,2787,35.3
2026-02-04,Instagram,캠페인_L,18-24,남성,광주,뷰티,태블릿,재방문,40868,1693,124,1066223,319,3207,52.1
2026-02-04,YouTube,캠페인_M,35-44,여성,서울,게임,모바일,재방문,24781,1697,59,922738,270,2188,30.6
2026-02-04,KakaoTalk,캠페인_B,18-24,남성,서울,패션,PC,재방문,48811,1413,75,921400,265,3552,63.7
2026-02-05,Naver,캠페인_T,45-54,여성,부산,패션,모바일,신규,38157,974,94,140667,280,1543,83.0
2026-02-06,Naver,캠페인_J,35-44,여성,서울,반려동물,모바일,신규,38172,1159,137,804887,76,3191,21.1
2026-02-07,Facebook,캠페인_J,25-34,남성,대전,패션,모바일,신규,5109,226,19,843820,282,778,74.7
2026-02-07,Naver,캠페인_O,35-44,여성,부산,뷰티,PC,재방문,26072,450,41,304255,126,2228,81.9
2026-02-07,Instagram,캠페인_O,25-34,여성,서울,재테크,모바일,재방문,35813,1590,203,580154,297,2484,18.6
2026-02-07,KakaoTalk,캠페인_J,25-34,남성,부산,게임,모바일,신규,40280,877,17,297354,89,3229,41.7
2026-02-07,TikTok,캠페인_A,55+,여성,부산,패션,모바일,재방문,15249,299,6,69073,202,549,48.4
2026-02-07,TikTok,캠페인_J,18-24,여성,제주,자동차,PC,신규,24814,829,21,1104416,88,1419,71.4
2026-02-08,YouTube,캠페인_G,35-44,여성,대전,재테크,모바일,신규,13974,871,79,795049,268,1030,20.0
2026-02-09,Instagram,캠페인_A,55+,여성,인천,여행,모바일,재방문,17090,218,14,407465,162,975,28.6
2026-02-09,KakaoTalk,캠페인_T,45-54,여성,경기,패션,모바일,재방문,29701,633,12,1165629,177,2975,53.1
2026-02-10,Naver,캠페인_B,55+,남성,부산,게임,모바일,신규,18027,860,49,936636,116,3862,26.6
2026-02-10,Instagram,캠페인_S,35-44,여성,서울,운동/헬스,PC,재방문,33793,1492,93,529852,177,6166,53.0
2026-02-10,TikTok,캠페인_K,35-44,남성,대구,패션,모바일,재방문,1940,33,2,225567,66,100,77.3
2026-02-10,TikTok,캠페인_P,18-24,남성,인천,자동차,모바일,신규,33212,1793,193,922203,106,3994,64.8
2026-02-10,Instagram,캠페인_M,45-54,여성,서울,자동차,모바일,신규,25304,731,49,275193,220,936,30.5
2026-02-10,TikTok,캠페인_S,55+,여성,부산,뷰티,PC,신규,50724,2833,68,815266,99,11497,54.0
2026-02-11,TikTok,캠페인_S,55+,남성,경기,반려동물,태블릿,신규,50663,1244,47,1159671,99,5189,70.6
2026-02-11,Facebook,캠페인_E,45-54,여성,서울,자동차,모바일,신규,36431,1051,130,1194563,100,1668,34.2
2026-02-11,TikTok,캠페인_N,55+,여성,서울,육아,모바일,재방문,15419,333,22,362394,66,1196,41.5
2026-02-11,TikTok,캠페인_H,25-34,여성,부산,여행,PC,재방문,48449,3354,239,282269,260,7864,80.6
2026-02-12,Instagram,캠페인_M,55+,여성,광주,뷰티,PC,재방문,52926,3323,323,245461,212,5888,22.7
2026-02-12,Facebook,캠페인_S,25-34,여성,인천,패션,PC,신규,50441,1919,245,352719,301,9303,64.7
2026-02-12,TikTok,캠페인_P,55+,여성,경기,패션,태블릿,재방문,3107,120,15,302289,259,566,50.3
2026-02-13,Naver,캠페인_A,18-24,여성,광주,게임,모바일,재방문,40412,497,7,472337,165,660,53.2
2026-02-13,Naver,캠페인_K,35-44,남성,대전,여행,모바일,신규,25225,1558,74,235482,152,6191,41.3
2026-02-13,Naver,캠페인_F,35-44,여성,경기,게임,모바일,신규,28845,1740,43,62128,61,8109,54.0
2026-02-13,YouTube,캠페인_A,55+,남성,대전,자동차,PC,재방문,22260,655,69,1186572,46,2612,58.3
2026-02-13,Facebook,캠페인_R,55+,남성,서울,운동/헬스,모바일,신규,5496,29,3,875584,155,74,38.8
2026-02-13,Naver,캠페인_D,55+,여성,경기,재테크,모바일,신규,19126,935,91,963183,187,1454,67.3
2026-02-14,Instagram,캠페인_H,55+,남성,경기,패션,모바일,재방문,3960,148,18,727334,82,634,52.3
2026-02-14,KakaoTalk,캠페인_D,18-24,남성,제주,여행,모바일,재방문,48382,1768,80,762048,141,6403,71.3
2026-02-14,KakaoTalk,캠페인_J,18-24,남성,광주,재테크,태블릿,재방문,33702,1777,115,527472,70,4295,55.1
2026-02-14,Facebook,캠페인_L,18-24,여성,인천,자동차,모바일,재방문,7643,465,56,749899,118,947,27.0
2026-02-14,KakaoTalk,캠페인_E,55+,여성,경기,반려동물,모바일,신규,15416,383,6,389871,307,1731,53.7
2026-02-15,Instagram,캠페인_R,45-54,여성,인천,반려동물,모바일,신규,2960,48,0,871877,133,67,21.9
2026-02-15,Facebook,캠페인_A,35-44,여성,대전,음식,모바일,재방문,53970,1808,181,782272,197,4412,79.9
2026-02-15,Facebook,캠페인_F,45-54,여성,서울,뷰티,PC,신규,29498,2042,265,902673,157,3314,78.0
2026-02-16,YouTube,캠페인_F,55+,여성,서울,운동/헬스,모바일,재방문,8841,289,21,655183,300,619,68.9
2026-02-16,Instagram,캠페인_B,55+,남성,대전,게임,모바일,신규,42702,2231,287,1119500,173,2729,82.7
2026-02-17,KakaoTalk,캠페인_K,35-44,남성,인천,자동차,모바일,재방문,15878,421,5,952379,43,1757,24.7
2026-02-17,Naver,캠페인_D,45-54,여성,제주,게임,모바일,재방문,53163,3446,63,1199328,184,12176,39.6
2026-02-18,KakaoTalk,캠페인_R,18-24,여성,부산,여행,모바일,신규,13945,534,19,523927,194,838,78.9
2026-02-18,TikTok,캠페인_A,55+,남성,제주,재테크,모바일,신규,57200,1328,158,1004659,151,5179,64.5
2026-02-18,Naver,캠페인_G,25-34,남성,인천,재테크,모바일,재방문,55126,2123,128,537537,117,6119,31.2
2026-02-18,YouTube,캠페인_N,55+,여성,경기,재테크,모바일,재방문,35672,602,43,142351,164,924,50.2
2026-02-18,YouTube,캠페인_A,45-54,여성,부산,여행,모바일,재방문,21681,683,79,1028482,41,808,57.0
2026-02-18,Naver,캠페인_T,25-34,여성,제주,운동/헬스,모바일,재방문,15571,457,50,1156277,259,1307,37.9
2026-02-19,YouTube,캠페인_T,25-34,여성,서울,패션,모바일,재방문,56500,295,10,717527,38,1473,37.0
2026-02-19,TikTok,캠페인_N,45-54,남성,대전,여행,모바일,신규,3738,117,13,965897,163,557,49.8
2026-02-19,Naver,캠페인_E,18-24,남성,부산,여행,모바일,재방문,36786,250,4,758681,20,700,79.4
2026-02-20,Facebook,캠페인_O,45-54,남성,대구,육아,PC,재방문,53293,3095,332,635299,16,14360,69.3
2026-02-20,Naver,캠페인_H,45-54,남성,경기,뷰티,모바일,신규,9756,132,1,809734,117,272,34.6
2026-02-20,Facebook,캠페인_J,45-54,남성,대구,뷰티,모바일,재방문,49311,1977,144,968555,185,2769,43.0
2026-02-20,YouTube,캠페인_T,18-24,여성,대전,반려동물,모바일,신규,59099,1012,126,534648,111,4866,80.5
2026-02-20,KakaoTalk,캠페인_M,55+,남성,광주,패션,모바일,신규,32161,2032,216,33936,260,9120,39.0
2026-02-20,YouTube,캠페인_B,25-34,여성,광주,육아,태블릿,재방문,44068,2007,241,295669,95,8410,69.0
2026-02-21,YouTube,캠페인_D,55+,남성,광주,육아,모바일,재방문,1362,91,9,1048597,57,449,69.1
2026-02-21,Naver,캠페인_N,55+,여성,대구,운동/헬스,PC,신규,48911,2733,309,217982,289,3351,76.2
2026-02-21,Naver,캠페인_H,45-54,남성,광주,여행,모바일,재방문,12700,95,7,975086,172,439,33.1
2026-02-21,YouTube,캠페인_R,25-34,남성,인천,자동차,모바일,신규,17733,1227,121,160253,139,2787,18.6
2026-02-21,YouTube,캠페인_N,35-44,남성,인천,뷰티,모바일,재방문,37988,2531,189,316976,243,2716,18.4
2026-02-22,KakaoTalk,캠페인_O,55+,여성,제주,게임,모바일,재방문,7257,44,1,1197434,301,118,18.8
2026-02-22,TikTok,캠페인_K,25-34,남성,서울,재테크,모바일,신규,15894,728,30,339649,218,1512,53.5
2026-02-22,Facebook,캠페인_S,25-34,남성,부산,재테크,PC,재방문,37777,2555,201,845677,231,6236,25.8
2026-02-22,YouTube,캠페인_I,25-34,남성,대구,여행,PC,신규,50060,1938,27,208104,206,9601,22.0
2026-02-23,TikTok,캠페인_S,55+,여성,제주,자동차,모바일,재방문,39726,1259,24,809416,198,1795,39.4
2026-02-23,Naver,캠페인_E,55+,여성,제주,패션,PC,재방문,41400,522,60,973697,123,761,56.4
2026-02-23,Facebook,캠페인_B,18-24,남성,경기,여행,모바일,신규,20340,882,75,16502,283,4405,22.8
2026-02-24,Naver,캠페인_L,35-44,남성,서울,자동차,PC,재방문,54980,1072,91,131660,259,4543,67.4
2026-02-25,KakaoTalk,캠페인_P,45-54,남성,대전,운동/헬스,모바일,재방문,35637,2351,278,512296,173,10057,74.5
2026-02-25,Instagram,캠페인_S,25-34,남성,인천,패션,모바일,재방문,38869,1837,142,753260,14,7273,28.2
2026-02-26,Facebook,캠페인_D,45-54,여성,경기,운동/헬스,PC,재방문,3214,200,9,1115219,60,371,52.3
2026-02-26,Instagram,캠페인_F,18-24,남성,서울,뷰티,태블릿,재방문,30788,794,38,89406,307,3683,77.8
2026-02-27,Instagram,캠페인_A,55+,남성,광주,음식,모바일,재방문,15348,614,32,1149306,132,706,74.4
2026-02-27,Facebook,캠페인_D,45-54,남성,인천,육아,태블릿,신규,45113,513,56,697643,34,626,47.8
2026-02-27,Facebook,캠페인_O,18-24,남성,광주,뷰티,PC,신규,41094,342,30,170215,149,923,37.9
2026-02-27,YouTube,캠페인_F,45-54,여성,부산,음식,모바일,재방문,51463,460,29,997363,65,2036,72.2
2026-02-27,TikTok,캠페인_Q,35-44,남성,대전,뷰티,모바일,재방문,50301,2855,281,404397,8,12402,39.9
2026-02-28,Naver,캠페인_O,55+,여성,부산,뷰티,PC,재방문,5653,55,3,599675,95,113,29.1
2026-02-28,Facebook,캠페인_G,25-34,여성,인천,음식,모바일,신규,33594,1778,147,258577,74,1932,29.6
2026-02-28,Naver,캠페인_Q,35-44,남성,대전,반려동물,모바일,재방문,22977,1434,140,106406,20,5466,31.6
2026-03-01,TikTok,캠페인_G,25-34,남성,경기,음식,모바일,재방문,10080,446,25,102683,104,1357,81.6
2026-03-01,Facebook,캠페인_S,25-34,여성,인천,뷰티,PC,재방문,33880,1270,155,167038,247,4425,25.9
2026-03-01,KakaoTalk,캠페인_B,35-44,여성,대전,재테크,PC,신규,13602,113,8,324479,128,348,63.2
2026-03-01,Naver,캠페인_M,45-54,남성,광주,패션,태블릿,신규,15960,796,37,829503,319,1590,45.6
2026-03-02,TikTok,캠페인_I,25-34,여성,대구,패션,모바일,재방문,1035,28,1,969222,18,35,25.6
2026-03-02,Facebook,캠페인_H,18-24,남성,제주,재테크,모바일,신규,55763,2013,20,480758,188,8400,49.0
2026-03-02,Facebook,캠페인_N,45-54,남성,제주,반려동물,모바일,재방문,50211,1658,90,106181,16,5199,72.1
2026-03-03,KakaoTalk,캠페인_B,18-24,남성,대구,패션,PC,신규,18899,1193,59,970757,70,4549,48.7
2026-03-03,YouTube,캠페인_J,55+,여성,경기,반려동물,모바일,신규,2955,52,5,106847,172,103,29.8
2026-03-03,Instagram,캠페인_Q,45-54,여성,제주,음식,PC,신규,33329,2295,51,130701,282,6867,69.9
2026-03-03,Naver,캠페인_N,35-44,남성,인천,음식,모바일,재방문,52290,2259,153,681512,137,10842,20.9
2026-03-03,TikTok,캠페인_T,35-44,남성,광주,뷰티,모바일,신규,50365,2164,90,208779,54,7014,34.4
2026-03-03,TikTok,캠페인_S,35-44,여성,제주,재테크,모바일,신규,14343,761,9,601732,300,910,35.2
2026-03-04,YouTube,캠페인_T,35-44,남성,부산,뷰티,모바일,신규,46292,2210,248,221900,125,10215,64.7
2026-03-04,KakaoTalk,캠페인_S,18-24,남성,서울,뷰티,모바일,재방문,11205,719,56,1107648,249,2793,60.5
2026-03-04,Facebook,캠페인_G,45-54,남성,부산,육아,모바일,신규,17281,909,113,110794,195,3870,79.5
2026-03-04,Instagram,캠페인_Q,35-44,남성,대구,재테크,모바일,신규,37133,2143,40,13236,211,7939,72.6
2026-03-04,YouTube,캠페인_O,45-54,여성,대구,육아,모바일,재방문,34354,182,4,986363,264,190,33.2
